GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,I4YE001,NAME_M,I4YM001
"G4700010","2010",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,"Anderson County, Tennessee",0.4370,"Anderson County, Tennessee",0.0328
"G4700090","2010",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,"Blount County, Tennessee",0.4090,"Blount County, Tennessee",0.0196
"G4700110","2010",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,"Bradley County, Tennessee",0.4600,"Bradley County, Tennessee",0.0311
"G4700370","2010",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,"Davidson County, Tennessee",0.4990,"Davidson County, Tennessee",0.0145
"G4700590","2010",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,"Greene County, Tennessee",0.4450,"Greene County, Tennessee",0.0263
"G4700650","2010",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,"Hamilton County, Tennessee",0.4710,"Hamilton County, Tennessee",0.0174
"G4700930","2010",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,"Knox County, Tennessee",0.4720,"Knox County, Tennessee",0.0159
"G4701130","2010",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,"Madison County, Tennessee",0.5040,"Madison County, Tennessee",0.0528
"G4701190","2010",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,"Maury County, Tennessee",0.4390,"Maury County, Tennessee",0.0278
"G4701250","2010",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,"Montgomery County, Tennessee",0.4170,"Montgomery County, Tennessee",0.0305
"G4701410","2010",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,"Putnam County, Tennessee",0.4710,"Putnam County, Tennessee",0.0287
"G4701470","2010",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,"Robertson County, Tennessee",0.3460,"Robertson County, Tennessee",0.0223
"G4701490","2010",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,"Rutherford County, Tennessee",0.3940,"Rutherford County, Tennessee",0.0193
"G4701550","2010",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,"Sevier County, Tennessee",0.4380,"Sevier County, Tennessee",0.0508
"G4701570","2010",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,"Shelby County, Tennessee",0.4790,"Shelby County, Tennessee",0.0106
"G4701630","2010",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,"Sullivan County, Tennessee",0.4680,"Sullivan County, Tennessee",0.0205
"G4701650","2010",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,"Sumner County, Tennessee",0.4370,"Sumner County, Tennessee",0.0234
"G4701790","2010",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,"Washington County, Tennessee",0.4950,"Washington County, Tennessee",0.0315
"G4701870","2010",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,"Williamson County, Tennessee",0.4460,"Williamson County, Tennessee",0.0217
"G4701890","2010",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,"Wilson County, Tennessee",0.4120,"Wilson County, Tennessee",0.0225
"G4800050","2010",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,"Angelina County, Texas",0.4710,"Angelina County, Texas",0.0533
"G4800210","2010",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,"Bastrop County, Texas",0.3810,"Bastrop County, Texas",0.0244
"G4800270","2010",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,"Bell County, Texas",0.4020,"Bell County, Texas",0.0213
"G4800290","2010",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,"Bexar County, Texas",0.4540,"Bexar County, Texas",0.0073
"G4800370","2010",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,"Bowie County, Texas",0.4500,"Bowie County, Texas",0.0271
"G4800390","2010",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,"Brazoria County, Texas",0.4250,"Brazoria County, Texas",0.0186
"G4800410","2010",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,"Brazos County, Texas",0.5300,"Brazos County, Texas",0.0200
"G4800610","2010",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,"Cameron County, Texas",0.4910,"Cameron County, Texas",0.0229
"G4800850","2010",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,"Collin County, Texas",0.4260,"Collin County, Texas",0.0109
"G4800910","2010",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,"Comal County, Texas",0.4720,"Comal County, Texas",0.0357
"G4800990","2010",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,"Coryell County, Texas",0.3780,"Coryell County, Texas",0.0325
"G4801130","2010",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,"Dallas County, Texas",0.4860,"Dallas County, Texas",0.0074
"G4801210","2010",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,"Denton County, Texas",0.4170,"Denton County, Texas",0.0115
"G4801350","2010",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,"Ector County, Texas",0.4770,"Ector County, Texas",0.0303
"G4801390","2010",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,"Ellis County, Texas",0.4160,"Ellis County, Texas",0.0254
"G4801410","2010",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,"El Paso County, Texas",0.4740,"El Paso County, Texas",0.0122
"G4801570","2010",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,"Fort Bend County, Texas",0.4300,"Fort Bend County, Texas",0.0120
"G4801670","2010",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,"Galveston County, Texas",0.4400,"Galveston County, Texas",0.0146
"G4801810","2010",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,"Grayson County, Texas",0.4330,"Grayson County, Texas",0.0309
"G4801830","2010",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,"Gregg County, Texas",0.4870,"Gregg County, Texas",0.0475
"G4801870","2010",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,"Guadalupe County, Texas",0.3930,"Guadalupe County, Texas",0.0400
"G4802010","2010",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,"Harris County, Texas",0.4830,"Harris County, Texas",0.0064
"G4802030","2010",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,"Harrison County, Texas",0.4430,"Harrison County, Texas",0.0368
"G4802090","2010",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,"Hays County, Texas",0.4570,"Hays County, Texas",0.0174
"G4802130","2010",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,"Henderson County, Texas",0.4520,"Henderson County, Texas",0.0296
"G4802150","2010",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,"Hidalgo County, Texas",0.4830,"Hidalgo County, Texas",0.0129
"G4802310","2010",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,"Hunt County, Texas",0.4740,"Hunt County, Texas",0.0475
"G4802450","2010",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,"Jefferson County, Texas",0.4770,"Jefferson County, Texas",0.0184
"G4802510","2010",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,"Johnson County, Texas",0.3950,"Johnson County, Texas",0.0241
"G4802570","2010",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,"Kaufman County, Texas",0.3740,"Kaufman County, Texas",0.0208
"G4802910","2010",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,"Liberty County, Texas",0.4070,"Liberty County, Texas",0.0248
"G4803030","2010",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,"Lubbock County, Texas",0.4670,"Lubbock County, Texas",0.0183
"G4803090","2010",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,"McLennan County, Texas",0.4460,"McLennan County, Texas",0.0153
"G4803290","2010",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,"Midland County, Texas",0.5060,"Midland County, Texas",0.0338
"G4803390","2010",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,"Montgomery County, Texas",0.4570,"Montgomery County, Texas",0.0154
"G4803550","2010",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,"Nueces County, Texas",0.4660,"Nueces County, Texas",0.0164
"G4803610","2010",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,"Orange County, Texas",0.4280,"Orange County, Texas",0.0283
"G4803670","2010",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,"Parker County, Texas",0.4510,"Parker County, Texas",0.0333
"G4803750","2010",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,"Potter County, Texas",0.4390,"Potter County, Texas",0.0279
"G4803810","2010",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,"Randall County, Texas",0.4230,"Randall County, Texas",0.0308
"G4803970","2010",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,"Rockwall County, Texas",0.3770,"Rockwall County, Texas",0.0347
"G4804090","2010",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,"San Patricio County, Texas",0.4290,"San Patricio County, Texas",0.0317
"G4804230","2010",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,"Smith County, Texas",0.4720,"Smith County, Texas",0.0236
"G4804390","2010",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,"Tarrant County, Texas",0.4500,"Tarrant County, Texas",0.0077
"G4804410","2010",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,"Taylor County, Texas",0.4620,"Taylor County, Texas",0.0328
"G4804510","2010",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,"Tom Green County, Texas",0.4630,"Tom Green County, Texas",0.0274
"G4804530","2010",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,"Travis County, Texas",0.4920,"Travis County, Texas",0.0092
"G4804690","2010",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,"Victoria County, Texas",0.4320,"Victoria County, Texas",0.0241
"G4804710","2010",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,"Walker County, Texas",0.4850,"Walker County, Texas",0.0282
"G4804790","2010",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,"Webb County, Texas",0.4780,"Webb County, Texas",0.0246
"G4804850","2010",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,"Wichita County, Texas",0.4470,"Wichita County, Texas",0.0296
"G4804910","2010",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,"Williamson County, Texas",0.3790,"Williamson County, Texas",0.0149
"G4900050","2010",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,"Cache County, Utah",0.4300,"Cache County, Utah",0.0297
"G4900110","2010",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,"Davis County, Utah",0.3820,"Davis County, Utah",0.0155
"G4900350","2010",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,"Salt Lake County, Utah",0.4280,"Salt Lake County, Utah",0.0139
"G4900490","2010",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,"Utah County, Utah",0.4190,"Utah County, Utah",0.0184
"G4900530","2010",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,"Washington County, Utah",0.4390,"Washington County, Utah",0.0388
"G4900570","2010",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,"Weber County, Utah",0.4020,"Weber County, Utah",0.0204
"G5000070","2010",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,"Chittenden County, Vermont",0.4660,"Chittenden County, Vermont",0.0224
"G5100030","2010",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,"Albemarle County, Virginia",0.5230,"Albemarle County, Virginia",0.0502
"G5100130","2010",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,"Arlington County, Virginia",0.4180,"Arlington County, Virginia",0.0177
"G5100150","2010",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,"Augusta County, Virginia",0.3750,"Augusta County, Virginia",0.0227
"G5100190","2010",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,"Bedford County, Virginia",0.4330,"Bedford County, Virginia",0.0348
"G5100410","2010",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,"Chesterfield County, Virginia",0.4080,"Chesterfield County, Virginia",0.0153
"G5100590","2010",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,"Fairfax County, Virginia",0.4180,"Fairfax County, Virginia",0.0086
"G5100610","2010",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,"Fauquier County, Virginia",0.4370,"Fauquier County, Virginia",0.0338
"G5100690","2010",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,"Frederick County, Virginia",0.3980,"Frederick County, Virginia",0.0287
"G5100850","2010",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,"Hanover County, Virginia",0.3860,"Hanover County, Virginia",0.0175
"G5100870","2010",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,"Henrico County, Virginia",0.4360,"Henrico County, Virginia",0.0189
"G5100950","2010",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,"James City County, Virginia",0.4080,"James City County, Virginia",0.0261
"G5101070","2010",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,"Loudoun County, Virginia",0.3390,"Loudoun County, Virginia",0.0132
"G5101210","2010",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,"Montgomery County, Virginia",0.4840,"Montgomery County, Virginia",0.0252
"G5101530","2010",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,"Prince William County, Virginia",0.3590,"Prince William County, Virginia",0.0109
"G5101610","2010",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,"Roanoke County, Virginia",0.4070,"Roanoke County, Virginia",0.0215
"G5101650","2010",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,"Rockingham County, Virginia",0.4840,"Rockingham County, Virginia",0.0450
"G5101770","2010",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,"Spotsylvania County, Virginia",0.3700,"Spotsylvania County, Virginia",0.0224
"G5101790","2010",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,"Stafford County, Virginia",0.3490,"Stafford County, Virginia",0.0161
"G5101990","2010",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,"York County, Virginia",0.4090,"York County, Virginia",0.0408
"G5105100","2010",,,"Virginia","51","Alexandria City","510",,,,,,,,,,,,,,,,,"Alexandria city, Virginia",0.4650,"Alexandria city, Virginia",0.0213
"G5105500","2010",,,"Virginia","51","Chesapeake City","550",,,,,,,,,,,,,,,,,"Chesapeake city, Virginia",0.3920,"Chesapeake city, Virginia",0.0219
"G5106500","2010",,,"Virginia","51","Hampton City","650",,,,,,,,,,,,,,,,,"Hampton city, Virginia",0.3840,"Hampton city, Virginia",0.0204
"G5106800","2010",,,"Virginia","51","Lynchburg City","680",,,,,,,,,,,,,,,,,"Lynchburg city, Virginia",0.4940,"Lynchburg city, Virginia",0.0365
"G5107000","2010",,,"Virginia","51","Newport News City","700",,,,,,,,,,,,,,,,,"Newport News city, Virginia",0.4220,"Newport News city, Virginia",0.0217
"G5107100","2010",,,"Virginia","51","Norfolk City","710",,,,,,,,,,,,,,,,,"Norfolk city, Virginia",0.4530,"Norfolk city, Virginia",0.0299
"G5107400","2010",,,"Virginia","51","Portsmouth City","740",,,,,,,,,,,,,,,,,"Portsmouth city, Virginia",0.4020,"Portsmouth city, Virginia",0.0208
"G5107600","2010",,,"Virginia","51","Richmond City","760",,,,,,,,,,,,,,,,,"Richmond city, Virginia",0.5330,"Richmond city, Virginia",0.0366
"G5107700","2010",,,"Virginia","51","Roanoke City","770",,,,,,,,,,,,,,,,,"Roanoke city, Virginia",0.4410,"Roanoke city, Virginia",0.0290
"G5108000","2010",,,"Virginia","51","Suffolk City","800",,,,,,,,,,,,,,,,,"Suffolk city, Virginia",0.3970,"Suffolk city, Virginia",0.0296
"G5108100","2010",,,"Virginia","51","Virginia Beach City","810",,,,,,,,,,,,,,,,,"Virginia Beach city, Virginia",0.4050,"Virginia Beach city, Virginia",0.0136
"G5300050","2010",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,"Benton County, Washington",0.4220,"Benton County, Washington",0.0357
"G5300070","2010",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,"Chelan County, Washington",0.4380,"Chelan County, Washington",0.0278
"G5300090","2010",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,"Clallam County, Washington",0.4100,"Clallam County, Washington",0.0244
"G5300110","2010",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,"Clark County, Washington",0.4140,"Clark County, Washington",0.0200
"G5300150","2010",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,"Cowlitz County, Washington",0.4480,"Cowlitz County, Washington",0.0254
"G5300210","2010",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,"Franklin County, Washington",0.4020,"Franklin County, Washington",0.0363
"G5300250","2010",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,"Grant County, Washington",0.4220,"Grant County, Washington",0.0273
"G5300270","2010",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,"Grays Harbor County, Washington",0.4190,"Grays Harbor County, Washington",0.0371
"G5300290","2010",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,"Island County, Washington",0.3840,"Island County, Washington",0.0238
"G5300330","2010",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,"King County, Washington",0.4580,"King County, Washington",0.0066
"G5300350","2010",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,"Kitsap County, Washington",0.4110,"Kitsap County, Washington",0.0157
"G5300410","2010",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,"Lewis County, Washington",0.4040,"Lewis County, Washington",0.0182
"G5300530","2010",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,"Pierce County, Washington",0.4020,"Pierce County, Washington",0.0100
"G5300570","2010",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,"Skagit County, Washington",0.3950,"Skagit County, Washington",0.0207
"G5300610","2010",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,"Snohomish County, Washington",0.3930,"Snohomish County, Washington",0.0083
"G5300630","2010",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,"Spokane County, Washington",0.4360,"Spokane County, Washington",0.0128
"G5300670","2010",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,"Thurston County, Washington",0.4010,"Thurston County, Washington",0.0151
"G5300730","2010",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,"Whatcom County, Washington",0.4280,"Whatcom County, Washington",0.0206
"G5300770","2010",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,"Yakima County, Washington",0.4690,"Yakima County, Washington",0.0347
"G5400030","2010",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,"Berkeley County, West Virginia",0.3970,"Berkeley County, West Virginia",0.0257
"G5400110","2010",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,"Cabell County, West Virginia",0.4750,"Cabell County, West Virginia",0.0357
"G5400330","2010",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,"Harrison County, West Virginia",0.4290,"Harrison County, West Virginia",0.0312
"G5400390","2010",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,"Kanawha County, West Virginia",0.4490,"Kanawha County, West Virginia",0.0225
"G5400610","2010",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,"Monongalia County, West Virginia",0.5100,"Monongalia County, West Virginia",0.0287
"G5400810","2010",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,"Raleigh County, West Virginia",0.4350,"Raleigh County, West Virginia",0.0267
"G5401070","2010",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,"Wood County, West Virginia",0.4620,"Wood County, West Virginia",0.0357
"G5500090","2010",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,"Brown County, Wisconsin",0.4110,"Brown County, Wisconsin",0.0186
"G5500250","2010",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,"Dane County, Wisconsin",0.4320,"Dane County, Wisconsin",0.0107
"G5500270","2010",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,"Dodge County, Wisconsin",0.3590,"Dodge County, Wisconsin",0.0225
"G5500350","2010",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,"Eau Claire County, Wisconsin",0.4550,"Eau Claire County, Wisconsin",0.0335
"G5500390","2010",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,"Fond du Lac County, Wisconsin",0.3990,"Fond du Lac County, Wisconsin",0.0284
"G5500550","2010",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,"Jefferson County, Wisconsin",0.4050,"Jefferson County, Wisconsin",0.0199
"G5500590","2010",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,"Kenosha County, Wisconsin",0.4360,"Kenosha County, Wisconsin",0.0339
"G5500630","2010",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,"La Crosse County, Wisconsin",0.4220,"La Crosse County, Wisconsin",0.0174
"G5500710","2010",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,"Manitowoc County, Wisconsin",0.4080,"Manitowoc County, Wisconsin",0.0284
"G5500730","2010",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,"Marathon County, Wisconsin",0.3910,"Marathon County, Wisconsin",0.0189
"G5500790","2010",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,"Milwaukee County, Wisconsin",0.4550,"Milwaukee County, Wisconsin",0.0089
"G5500870","2010",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,"Outagamie County, Wisconsin",0.3990,"Outagamie County, Wisconsin",0.0198
"G5500890","2010",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,"Ozaukee County, Wisconsin",0.4630,"Ozaukee County, Wisconsin",0.0348
"G5500970","2010",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,"Portage County, Wisconsin",0.4030,"Portage County, Wisconsin",0.0203
"G5501010","2010",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,"Racine County, Wisconsin",0.4410,"Racine County, Wisconsin",0.0240
"G5501050","2010",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,"Rock County, Wisconsin",0.4130,"Rock County, Wisconsin",0.0162
"G5501090","2010",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,"St. Croix County, Wisconsin",0.4220,"St. Croix County, Wisconsin",0.0367
"G5501170","2010",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,"Sheboygan County, Wisconsin",0.3850,"Sheboygan County, Wisconsin",0.0135
"G5501270","2010",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,"Walworth County, Wisconsin",0.3920,"Walworth County, Wisconsin",0.0178
"G5501310","2010",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,"Washington County, Wisconsin",0.3810,"Washington County, Wisconsin",0.0163
"G5501330","2010",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,"Waukesha County, Wisconsin",0.4220,"Waukesha County, Wisconsin",0.0119
"G5501390","2010",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,"Winnebago County, Wisconsin",0.4220,"Winnebago County, Wisconsin",0.0267
"G5501410","2010",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,"Wood County, Wisconsin",0.4160,"Wood County, Wisconsin",0.0241
"G5600210","2010",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,"Laramie County, Wyoming",0.4360,"Laramie County, Wyoming",0.0248
"G5600250","2010",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,"Natrona County, Wyoming",0.4030,"Natrona County, Wyoming",0.0288
"G7200130","2010",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,"Arecibo Municipio, Puerto Rico",0.5230,"Arecibo Municipio, Puerto Rico",0.0281
"G7200210","2010",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,"Bayamón Municipio, Puerto Rico",0.4660,"Bayamón Municipio, Puerto Rico",0.0159
"G7200250","2010",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,"Caguas Municipio, Puerto Rico",0.4950,"Caguas Municipio, Puerto Rico",0.0215
"G7200310","2010",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,"Carolina Municipio, Puerto Rico",0.5020,"Carolina Municipio, Puerto Rico",0.0466
"G7200610","2010",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,"Guaynabo Municipio, Puerto Rico",0.5570,"Guaynabo Municipio, Puerto Rico",0.0303
"G7200970","2010",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,"Mayagüez Municipio, Puerto Rico",0.5990,"Mayagüez Municipio, Puerto Rico",0.0376
"G7201130","2010",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,"Ponce Municipio, Puerto Rico",0.5630,"Ponce Municipio, Puerto Rico",0.0276
"G7201270","2010",,,"Puerto Rico","72","San Juan Municipio","127",,,,,,,,,,,,,,,,,"San Juan Municipio, Puerto Rico",0.5910,"San Juan Municipio, Puerto Rico",0.0174
"G7201350","2010",,,"Puerto Rico","72","Toa Alta Municipio","135",,,,,,,,,,,,,,,,,"Toa Alta Municipio, Puerto Rico",0.4610,"Toa Alta Municipio, Puerto Rico",0.0378
"G7201370","2010",,,"Puerto Rico","72","Toa Baja Municipio","137",,,,,,,,,,,,,,,,,"Toa Baja Municipio, Puerto Rico",0.4560,"Toa Baja Municipio, Puerto Rico",0.0354
"G7201390","2010",,,"Puerto Rico","72","Trujillo Alto Municipio","139",,,,,,,,,,,,,,,,,"Trujillo Alto Municipio, Puerto Rico",0.4710,"Trujillo Alto Municipio, Puerto Rico",0.0266
