GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,RLAE001,RLAE002,RLAE003,RLAE004,RLAE005,RLAE006,RLAE007,RLAE008,RLAE009,RLAE010,NAME_M,RK9M001,RLAM001,RLAM002,RLAM003,RLAM004,RLAM005,RLAM006,RLAM007,RLAM008,RLAM009,RLAM010
"G4701390","2005-2009",,,"Tennessee","47","Polk County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Tennessee",15735,15735,15306,32,128,0,0,24,245,25,220,"Polk County, Tennessee",0,0,42,36,97,127,127,30,96,24,93
"G4701410","2005-2009",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Tennessee",69938,69938,66102,1304,152,769,0,741,870,145,725,"Putnam County, Tennessee",0,0,470,167,80,65,127,404,234,159,190
"G4701430","2005-2009",,,"Tennessee","47","Rhea County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Rhea County, Tennessee",30633,30633,28891,619,75,84,0,468,496,40,456,"Rhea County, Tennessee",0,0,297,189,63,87,127,291,191,47,186
"G4701450","2005-2009",,,"Tennessee","47","Roane County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"Roane County, Tennessee",53186,53186,50419,1400,246,308,49,146,618,68,550,"Roane County, Tennessee",0,0,97,143,105,10,69,95,180,67,167
"G4701470","2005-2009",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"Robertson County, Tennessee",63521,63521,56684,5264,221,23,67,703,559,136,423,"Robertson County, Tennessee",0,0,427,178,137,33,93,396,221,103,190
"G4701490","2005-2009",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"Rutherford County, Tennessee",240181,240181,195747,27450,545,6526,44,5927,3942,583,3359,"Rutherford County, Tennessee",0,0,907,419,206,168,95,955,566,267,454
"G4701510","2005-2009",,,"Tennessee","47","Scott County","151",,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Tennessee",21852,21852,21372,0,78,47,0,216,139,15,124,"Scott County, Tennessee",0,0,89,127,73,43,127,167,88,24,85
"G4701530","2005-2009",,,"Tennessee","47","Sequatchie County","153",,,,,,,,,,,,,,,,,,,,,,,,,,"Sequatchie County, Tennessee",13377,13377,11929,356,313,0,16,22,741,6,735,"Sequatchie County, Tennessee",0,0,650,435,390,127,26,47,306,13,306
"G4701550","2005-2009",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Tennessee",83448,83448,80515,783,241,553,0,361,995,5,990,"Sevier County, Tennessee",0,0,217,103,124,84,127,181,222,11,222
"G4701570","2005-2009",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Tennessee",918186,918186,398934,464816,1570,20047,520,20067,12232,1264,10968,"Shelby County, Tennessee",0,0,1394,1077,266,326,165,1532,1089,391,1001
"G4701590","2005-2009",,,"Tennessee","47","Smith County","159",,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Tennessee",18863,18863,17933,429,70,45,0,101,285,35,250,"Smith County, Tennessee",0,0,92,74,41,38,127,84,100,48,85
"G4701610","2005-2009",,,"Tennessee","47","Stewart County","161",,,,,,,,,,,,,,,,,,,,,,,,,,"Stewart County, Tennessee",13078,13078,12354,304,138,115,0,23,144,0,144,"Stewart County, Tennessee",0,0,31,127,65,56,127,31,87,127,87
"G4701630","2005-2009",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Tennessee",153314,153314,147070,3078,425,896,25,459,1361,77,1284,"Sullivan County, Tennessee",0,0,196,219,102,74,26,185,239,85,260
"G4701650","2005-2009",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,,,,,,,,,"Sumner County, Tennessee",151874,151874,136746,10250,314,1500,13,1265,1786,221,1565,"Sumner County, Tennessee",0,0,411,331,113,131,22,361,353,140,327
"G4701670","2005-2009",,,"Tennessee","47","Tipton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,"Tipton County, Tennessee",57543,57543,45065,10905,250,383,8,278,654,80,574,"Tipton County, Tennessee",0,0,200,179,69,105,15,200,222,87,204
"G4701690","2005-2009",,,"Tennessee","47","Trousdale County","169",,,,,,,,,,,,,,,,,,,,,,,,,,"Trousdale County, Tennessee",7682,7682,6689,700,44,0,0,97,152,0,152,"Trousdale County, Tennessee",0,0,94,102,53,127,127,94,98,127,98
"G4701710","2005-2009",,,"Tennessee","47","Unicoi County","171",,,,,,,,,,,,,,,,,,,,,,,,,,"Unicoi County, Tennessee",17686,17686,17107,136,125,0,0,302,16,0,16,"Unicoi County, Tennessee",0,0,157,134,127,127,127,157,30,127,30
"G4701730","2005-2009",,,"Tennessee","47","Union County","173",,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Tennessee",18927,18927,18495,0,22,101,156,37,116,36,80,"Union County, Tennessee",0,0,53,127,24,106,128,48,85,40,74
"G4701750","2005-2009",,,"Tennessee","47","Van Buren County","175",,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Tennessee",5423,5423,5336,35,9,0,0,0,43,0,43,"Van Buren County, Tennessee",0,0,12,27,13,127,127,127,24,127,24
"G4701770","2005-2009",,,"Tennessee","47","Warren County","177",,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Tennessee",39915,39915,37269,1223,41,283,0,663,436,38,398,"Warren County, Tennessee",0,0,457,123,60,41,127,447,144,55,138
"G4701790","2005-2009",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Tennessee",116750,116750,108995,4563,320,942,4,284,1642,263,1379,"Washington County, Tennessee",0,0,243,152,126,104,7,123,301,129,242
"G4701810","2005-2009",,,"Tennessee","47","Wayne County","181",,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Tennessee",16592,16592,14999,1100,30,24,0,95,344,0,344,"Wayne County, Tennessee",0,0,44,193,37,38,127,50,171,127,171
"G4701830","2005-2009",,,"Tennessee","47","Weakley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,"Weakley County, Tennessee",33389,33389,29760,2365,154,688,0,107,315,0,315,"Weakley County, Tennessee",0,0,87,127,82,106,127,85,179,127,179
"G4701850","2005-2009",,,"Tennessee","47","White County","185",,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Tennessee",24897,24897,23876,257,90,175,0,184,315,17,298,"White County, Tennessee",0,0,115,181,49,165,127,120,64,18,63
"G4701870","2005-2009",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Tennessee",165526,165526,148883,8189,134,3654,91,1890,2685,509,2176,"Williamson County, Tennessee",0,0,489,356,104,166,74,518,449,245,349
"G4701890","2005-2009",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, Tennessee",106472,106472,96037,7331,157,742,90,851,1264,139,1125,"Wilson County, Tennessee",0,0,300,166,71,117,85,296,200,64,192
"G4800010","2005-2009",,,"Texas","48","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Texas",56575,56575,40672,12613,298,399,81,1764,748,208,540,"Anderson County, Texas",0,0,516,230,202,28,91,469,251,161,202
"G4800030","2005-2009",,,"Texas","48","Andrews County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Andrews County, Texas",13295,13295,10133,98,346,53,0,2202,463,91,372,"Andrews County, Texas",0,0,609,88,328,62,127,572,135,103,94
"G4800050","2005-2009",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Angelina County, Texas",82465,82465,64243,12025,221,642,30,4270,1034,232,802,"Angelina County, Texas",0,0,939,247,132,129,46,925,320,137,252
"G4800070","2005-2009",,,"Texas","48","Aransas County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Aransas County, Texas",24499,24499,21530,287,159,677,0,1078,768,226,542,"Aransas County, Texas",0,0,432,148,106,99,127,387,243,162,173
"G4800090","2005-2009",,,"Texas","48","Archer County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Archer County, Texas",8936,8936,8625,18,5,50,0,188,50,20,30,"Archer County, Texas",0,0,116,13,6,43,127,119,42,32,21
"G4800110","2005-2009",,,"Texas","48","Armstrong County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Armstrong County, Texas",2014,2014,1807,30,36,0,2,119,20,0,20,"Armstrong County, Texas",124,124,127,32,31,127,3,88,26,127,26
"G4800130","2005-2009",,,"Texas","48","Atascosa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Atascosa County, Texas",43524,43524,35186,347,228,111,13,6291,1348,444,904,"Atascosa County, Texas",0,0,913,199,197,80,22,902,391,207,345
"G4800150","2005-2009",,,"Texas","48","Austin County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Austin County, Texas",26567,26567,22582,2626,79,14,0,840,426,119,307,"Austin County, Texas",0,0,315,126,57,20,127,309,199,123,159
"G4800170","2005-2009",,,"Texas","48","Bailey County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Bailey County, Texas",6360,6360,5636,220,9,10,0,485,0,0,0,"Bailey County, Texas",0,0,270,173,21,18,127,233,127,127,127
"G4800190","2005-2009",,,"Texas","48","Bandera County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Bandera County, Texas",20137,20137,18526,148,221,11,21,970,240,29,211,"Bandera County, Texas",0,0,399,53,121,18,32,376,129,45,122
"G4800210","2005-2009",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Bastrop County, Texas",71928,71928,57725,6129,448,532,11,5813,1270,602,668,"Bastrop County, Texas",0,0,1175,120,177,59,17,1174,407,328,192
"G4800230","2005-2009",,,"Texas","48","Baylor County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Baylor County, Texas",3789,3789,3367,109,0,27,0,269,17,0,17,"Baylor County, Texas",0,0,186,118,127,31,127,175,23,127,23
"G4800250","2005-2009",,,"Texas","48","Bee County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Bee County, Texas",32413,32413,22798,3240,225,199,0,5484,467,228,239,"Bee County, Texas",0,0,794,297,218,127,127,803,199,110,171
"G4800270","2005-2009",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Bell County, Texas",275594,275594,185406,56571,1728,7298,1284,11105,12202,2317,9885,"Bell County, Texas",0,0,1458,917,282,410,217,1138,1168,618,1068
"G4800290","2005-2009",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Bexar County, Texas",1584817,1584817,1104570,112072,11140,32829,1947,278828,43431,19330,24101,"Bexar County, Texas",0,0,6587,1281,1394,894,269,6170,2367,1527,1681
"G4800310","2005-2009",,,"Texas","48","Blanco County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Blanco County, Texas",9037,9037,8311,298,212,0,0,178,38,0,38,"Blanco County, Texas",0,0,274,138,251,127,127,111,63,127,63
"G4800330","2005-2009",,,"Texas","48","Borden County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Borden County, Texas",585,585,585,0,0,0,0,0,0,0,0,"Borden County, Texas",117,117,117,127,127,127,127,127,127,127,127
"G4800350","2005-2009",,,"Texas","48","Bosque County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Bosque County, Texas",17720,17720,16554,345,188,15,0,342,276,68,208,"Bosque County, Texas",0,0,173,36,56,16,127,158,78,44,64
"G4800370","2005-2009",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Bowie County, Texas",91841,91841,64686,21325,664,591,79,2074,2422,200,2222,"Bowie County, Texas",0,0,581,728,160,73,110,569,749,89,757
"G4800390","2005-2009",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Brazoria County, Texas",292304,292304,222677,30775,1159,12909,74,19184,5526,1737,3789,"Brazoria County, Texas",0,0,1433,448,292,216,69,1374,693,423,545
"G4800410","2005-2009",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Brazos County, Texas",171382,171382,131186,18047,437,7665,77,10516,3454,1304,2150,"Brazos County, Texas",0,0,1372,455,123,191,61,1215,683,402,473
"G4800430","2005-2009",,,"Texas","48","Brewster County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Brewster County, Texas",9216,9216,7164,120,166,156,0,1520,90,12,78,"Brewster County, Texas",0,0,417,90,147,117,127,420,46,13,46
"G4800450","2005-2009",,,"Texas","48","Briscoe County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Briscoe County, Texas",1583,1583,1506,13,2,3,4,23,32,5,27,"Briscoe County, Texas",240,240,150,46,8,6,20,25,77,7,76
"G4800470","2005-2009",,,"Texas","48","Brooks County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Brooks County, Texas",7475,7475,4768,0,0,15,0,2676,16,16,0,"Brooks County, Texas",0,0,666,127,127,24,127,671,29,29,127
"G4800490","2005-2009",,,"Texas","48","Brown County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Texas",38225,38225,33954,1695,220,63,0,1593,700,308,392,"Brown County, Texas",0,0,363,185,103,59,127,356,267,187,214
"G4800510","2005-2009",,,"Texas","48","Burleson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Burleson County, Texas",16634,16634,13228,2234,7,58,24,831,252,32,220,"Burleson County, Texas",0,0,331,130,12,6,26,340,123,42,127
"G4800530","2005-2009",,,"Texas","48","Burnet County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Burnet County, Texas",43402,43402,40612,818,264,254,47,1074,333,79,254,"Burnet County, Texas",0,0,400,156,98,32,59,401,162,69,140
"G4800550","2005-2009",,,"Texas","48","Caldwell County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, Texas",36895,36895,23942,2789,510,129,0,8984,541,272,269,"Caldwell County, Texas",0,0,1020,201,294,45,127,1057,215,175,112
"G4800570","2005-2009",,,"Texas","48","Calhoun County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Texas",20384,20384,16056,544,26,827,0,2424,507,167,340,"Calhoun County, Texas",0,0,605,81,35,127,127,602,163,93,117
"G4800590","2005-2009",,,"Texas","48","Callahan County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Callahan County, Texas",13300,13300,12553,111,53,4,7,135,437,41,396,"Callahan County, Texas",0,0,157,101,29,13,14,125,125,60,98
"G4800610","2005-2009",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Cameron County, Texas",383171,383171,333333,1849,1072,2307,89,40399,4122,2720,1402,"Cameron County, Texas",0,0,2504,356,371,143,67,2381,664,503,398
"G4800630","2005-2009",,,"Texas","48","Camp County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Camp County, Texas",12489,12489,9915,2088,29,66,0,263,128,0,128,"Camp County, Texas",0,0,263,113,34,58,127,263,92,127,92
"G4800650","2005-2009",,,"Texas","48","Carson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Carson County, Texas",6246,6246,5700,48,85,22,16,316,59,0,59,"Carson County, Texas",0,0,136,52,17,27,21,150,34,127,34
"G4800670","2005-2009",,,"Texas","48","Cass County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Texas",29315,29315,23113,5445,162,65,12,104,414,21,393,"Cass County, Texas",0,0,82,125,75,79,15,66,116,28,113
"G4800690","2005-2009",,,"Texas","48","Castro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Castro County, Texas",7233,7233,6387,179,0,12,34,479,142,59,83,"Castro County, Texas",0,0,214,54,127,16,34,180,100,55,55
"G4800710","2005-2009",,,"Texas","48","Chambers County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Chambers County, Texas",29198,29198,23664,3351,145,81,0,1725,232,18,214,"Chambers County, Texas",0,0,546,84,101,78,127,555,64,23,64
"G4800730","2005-2009",,,"Texas","48","Cherokee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Texas",48041,48041,38684,7384,243,254,42,1050,384,146,238,"Cherokee County, Texas",0,0,429,162,44,46,61,365,155,157,80
"G4800750","2005-2009",,,"Texas","48","Childress County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Childress County, Texas",7530,7530,5661,1104,0,58,0,673,34,34,0,"Childress County, Texas",0,0,353,300,127,70,127,183,47,47,127
"G4800770","2005-2009",,,"Texas","48","Clay County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Texas",11102,11102,10558,40,93,139,0,106,166,34,132,"Clay County, Texas",0,0,75,40,56,99,127,57,91,35,84
"G4800790","2005-2009",,,"Texas","48","Cochran County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Cochran County, Texas",3080,3080,2387,189,44,0,0,403,57,15,42,"Cochran County, Texas",0,0,116,38,39,127,127,117,36,11,36
"G4800810","2005-2009",,,"Texas","48","Coke County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Coke County, Texas",3491,3491,3292,27,39,14,0,90,29,0,29,"Coke County, Texas",200,200,189,26,32,21,127,63,40,127,40
"G4800830","2005-2009",,,"Texas","48","Coleman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Coleman County, Texas",8538,8538,7866,212,43,22,0,258,137,18,119,"Coleman County, Texas",0,0,200,82,24,32,127,196,90,28,83
"G4800850","2005-2009",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Collin County, Texas",729514,729514,564396,54067,3422,71275,545,20915,14894,4283,10611,"Collin County, Texas",0,0,2063,613,374,600,40,1933,1428,798,1067
"G4800870","2005-2009",,,"Texas","48","Collingsworth County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Collingsworth County, Texas",2993,2993,2156,215,18,2,0,527,75,5,70,"Collingsworth County, Texas",0,0,224,92,20,4,127,212,40,7,39
"G4800890","2005-2009",,,"Texas","48","Colorado County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado County, Texas",20554,20554,16085,2974,73,90,19,1131,182,55,127,"Colorado County, Texas",0,0,338,164,88,109,36,287,122,54,90
"G4800910","2005-2009",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Comal County, Texas",104960,104960,93330,1741,632,772,18,5929,2538,882,1656,"Comal County, Texas",0,0,965,283,264,132,32,943,455,294,318
"G4800930","2005-2009",,,"Texas","48","Comanche County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Comanche County, Texas",13517,13517,11843,177,18,193,0,1253,33,0,33,"Comanche County, Texas",0,0,333,162,26,145,127,345,43,127,43
"G4800950","2005-2009",,,"Texas","48","Concho County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Concho County, Texas",3610,3610,3175,77,2,25,0,319,12,0,12,"Concho County, Texas",0,0,165,59,3,21,127,157,9,127,9
"G4800970","2005-2009",,,"Texas","48","Cooke County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Cooke County, Texas",38424,38424,32522,1069,379,238,21,3249,946,245,701,"Cooke County, Texas",0,0,451,215,136,99,30,484,288,165,255
"G4800990","2005-2009",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Coryell County, Texas",72617,72617,51565,14177,568,1225,352,2135,2595,296,2299,"Coryell County, Texas",0,0,609,396,228,206,56,517,470,163,426
"G4801010","2005-2009",,,"Texas","48","Cottle County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Cottle County, Texas",1696,1696,1305,245,0,0,0,24,122,0,122,"Cottle County, Texas",131,131,133,91,127,127,127,17,90,127,90
"G4801030","2005-2009",,,"Texas","48","Crane County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Crane County, Texas",3906,3906,3261,108,14,0,0,352,171,14,157,"Crane County, Texas",0,0,187,81,25,127,127,182,119,18,117
"G4801050","2005-2009",,,"Texas","48","Crockett County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Crockett County, Texas",3784,3784,3513,0,0,0,0,271,0,0,0,"Crockett County, Texas",0,0,193,127,127,127,127,193,127,127,127
"G4801070","2005-2009",,,"Texas","48","Crosby County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Crosby County, Texas",6312,6312,5302,220,3,34,0,614,139,65,74,"Crosby County, Texas",0,0,221,40,3,32,127,205,57,48,36
"G4801090","2005-2009",,,"Texas","48","Culberson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Culberson County, Texas",2476,2476,1900,0,0,0,0,576,0,0,0,"Culberson County, Texas",0,0,241,127,127,127,127,241,127,127,127
"G4801110","2005-2009",,,"Texas","48","Dallam County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Dallam County, Texas",6153,6153,5012,158,164,18,0,671,130,113,17,"Dallam County, Texas",0,0,219,33,83,29,127,226,112,110,21
"G4801130","2005-2009",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Texas",2383126,2383126,1402985,481263,11969,107797,1910,330187,47015,15854,31161,"Dallas County, Texas",0,0,7569,1874,1120,942,270,7137,2432,1577,1899
"G4801150","2005-2009",,,"Texas","48","Dawson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Texas",13831,13831,10556,1115,151,31,0,1691,287,121,166,"Dawson County, Texas",0,0,522,152,118,29,127,502,152,119,93
"G4801170","2005-2009",,,"Texas","48","Deaf Smith County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Deaf Smith County, Texas",18332,18332,13754,221,91,44,56,3648,518,452,66,"Deaf Smith County, Texas",0,0,698,101,44,48,74,685,215,201,43
"G4801190","2005-2009",,,"Texas","48","Delta County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Texas",5434,5434,4799,385,101,71,0,48,30,9,21,"Delta County, Texas",0,0,60,77,76,54,127,50,26,11,23
"G4801210","2005-2009",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Denton County, Texas",611842,611842,484887,45265,2310,33761,413,22837,22369,3727,18642,"Denton County, Texas",0,0,2553,892,363,479,74,2281,2073,686,1970
"G4801230","2005-2009",,,"Texas","48","DeWitt County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"DeWitt County, Texas",19821,19821,15088,2238,42,54,11,2161,227,148,79,"DeWitt County, Texas",0,0,417,107,45,61,18,438,114,81,71
"G4801250","2005-2009",,,"Texas","48","Dickens County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Dickens County, Texas",2479,2479,1956,97,31,8,0,365,22,0,22,"Dickens County, Texas",0,0,124,36,32,11,127,120,37,127,37
"G4801270","2005-2009",,,"Texas","48","Dimmit County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Dimmit County, Texas",9833,9833,8165,48,0,131,0,1450,39,39,0,"Dimmit County, Texas",0,0,577,69,127,141,127,549,61,61,127
"G4801290","2005-2009",,,"Texas","48","Donley County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Donley County, Texas",3703,3703,3301,185,0,48,60,74,35,14,21,"Donley County, Texas",240,240,154,76,127,26,98,46,37,19,32
"G4801310","2005-2009",,,"Texas","48","Duval County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Duval County, Texas",12199,12199,9501,155,39,0,3,2474,27,1,26,"Duval County, Texas",0,0,582,74,49,127,7,560,44,5,43
"G4801330","2005-2009",,,"Texas","48","Eastland County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Eastland County, Texas",18260,18260,16358,612,176,0,13,865,236,97,139,"Eastland County, Texas",0,0,240,296,165,127,31,261,247,70,223
"G4801350","2005-2009",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Ector County, Texas",128988,128988,105528,5453,604,1014,56,12479,3854,859,2995,"Ector County, Texas",0,0,1283,336,206,115,87,1226,608,289,576
"G4801370","2005-2009",,,"Texas","48","Edwards County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Texas",1908,1908,1815,0,0,0,0,93,0,0,0,"Edwards County, Texas",0,0,56,127,127,127,127,56,127,127,127
"G4801390","2005-2009",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Ellis County, Texas",142348,142348,112057,13326,1614,909,91,11918,2433,754,1679,"Ellis County, Texas",0,0,1566,395,506,113,85,1445,531,243,444
"G4801410","2005-2009",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Texas",729396,729396,566462,20434,4680,8074,468,113319,15959,9272,6687,"El Paso County, Texas",0,0,4383,591,597,334,134,4029,1308,1121,768
