GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,RLAE001,RLAE002,RLAE003,RLAE004,RLAE005,RLAE006,RLAE007,RLAE008,RLAE009,RLAE010,NAME_M,RK9M001,RLAM001,RLAM002,RLAM003,RLAM004,RLAM005,RLAM006,RLAM007,RLAM008,RLAM009,RLAM010
"G3000310","2005-2009",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Montana",86532,86532,81994,425,868,974,26,1095,1150,85,1065,"Gallatin County, Montana",0,0,287,62,149,107,29,337,262,52,248
"G3000330","2005-2009",,,"Montana","30","Garfield County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Montana",1135,1135,1132,0,0,0,0,0,3,0,3,"Garfield County, Montana",102,102,101,104,104,104,104,104,4,104,4
"G3000350","2005-2009",,,"Montana","30","Glacier County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Glacier County, Montana",13411,13411,4462,54,8237,12,0,54,592,41,551,"Glacier County, Montana",0,0,132,32,202,19,104,71,196,60,193
"G3000370","2005-2009",,,"Montana","30","Golden Valley County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Golden Valley County, Montana",873,873,854,0,13,0,0,0,6,0,6,"Golden Valley County, Montana",96,96,97,104,17,104,104,104,9,104,9
"G3000390","2005-2009",,,"Montana","30","Granite County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Granite County, Montana",2880,2880,2733,0,73,12,0,6,56,0,56,"Granite County, Montana",0,0,7,104,41,21,104,8,29,104,29
"G3000410","2005-2009",,,"Montana","30","Hill County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Hill County, Montana",16434,16434,12253,64,3373,94,97,13,540,259,281,"Hill County, Montana",0,0,56,58,214,41,80,22,191,187,124
"G3000430","2005-2009",,,"Montana","30","Jefferson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Montana",11105,11105,10601,26,124,18,0,107,229,9,220,"Jefferson County, Montana",0,0,60,36,44,15,104,58,67,12,66
"G3000450","2005-2009",,,"Montana","30","Judith Basin County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Judith Basin County, Montana",2077,2077,2049,0,0,12,0,0,16,0,16,"Judith Basin County, Montana",0,0,23,104,104,13,104,104,18,104,18
"G3000470","2005-2009",,,"Montana","30","Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Montana",28239,28239,20314,58,6165,192,0,147,1363,110,1253,"Lake County, Montana",0,0,128,54,351,37,104,109,338,76,328
"G3000490","2005-2009",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis and Clark County, Montana",60081,60081,56689,185,1123,519,21,345,1199,108,1091,"Lewis and Clark County, Montana",0,0,179,84,250,92,20,154,268,86,264
"G3000510","2005-2009",,,"Montana","30","Liberty County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Montana",2100,2100,2094,0,0,0,0,0,6,0,6,"Liberty County, Montana",137,137,138,104,104,104,104,104,8,104,8
"G3000530","2005-2009",,,"Montana","30","Lincoln County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Montana",18698,18698,17952,83,180,43,0,21,419,38,381,"Lincoln County, Montana",0,0,56,83,93,16,104,25,122,36,115
"G3000550","2005-2009",,,"Montana","30","McCone County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"McCone County, Montana",1747,1747,1687,0,21,0,0,0,39,0,39,"McCone County, Montana",117,117,114,104,20,104,104,104,25,104,25
"G3000570","2005-2009",,,"Montana","30","Madison County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Montana",7314,7314,7133,20,28,59,0,19,55,0,55,"Madison County, Montana",0,0,25,17,19,39,104,18,36,104,36
"G3000590","2005-2009",,,"Montana","30","Meagher County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Meagher County, Montana",1628,1628,1582,0,4,0,0,37,5,0,5,"Meagher County, Montana",137,137,138,104,6,104,104,17,6,104,6
"G3000610","2005-2009",,,"Montana","30","Mineral County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Montana",3898,3898,3698,0,130,43,0,2,25,0,25,"Mineral County, Montana",0,0,4,104,52,44,104,4,25,104,25
"G3000630","2005-2009",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula County, Montana",105637,105637,98137,619,2376,1195,178,730,2402,209,2193,"Missoula County, Montana",0,0,288,202,365,125,187,267,426,117,403
"G3000650","2005-2009",,,"Montana","30","Musselshell County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Musselshell County, Montana",4413,4413,4328,0,17,0,0,22,46,14,32,"Musselshell County, Montana",94,94,98,104,18,104,104,20,29,23,27
"G3000670","2005-2009",,,"Montana","30","Park County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Park County, Montana",15935,15935,15258,0,95,39,14,131,398,58,340,"Park County, Montana",0,0,75,104,67,30,12,99,97,57,74
"G3000690","2005-2009",,,"Montana","30","Petroleum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Petroleum County, Montana",512,512,489,7,0,0,0,8,8,0,8,"Petroleum County, Montana",94,94,85,13,104,104,104,11,8,104,8
"G3000710","2005-2009",,,"Montana","30","Phillips County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Montana",3959,3959,3425,0,319,14,0,25,176,1,175,"Phillips County, Montana",0,0,30,104,100,26,104,29,88,3,87
"G3000730","2005-2009",,,"Montana","30","Pondera County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Pondera County, Montana",5909,5909,4733,44,1023,0,0,40,69,5,64,"Pondera County, Montana",0,0,17,43,70,104,104,39,34,7,34
"G3000750","2005-2009",,,"Montana","30","Powder River County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Powder River County, Montana",1668,1668,1619,0,16,0,0,7,26,0,26,"Powder River County, Montana",89,89,96,104,14,104,104,9,16,104,16
"G3000770","2005-2009",,,"Montana","30","Powell County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Powell County, Montana",7057,7057,6420,62,248,37,0,20,270,40,230,"Powell County, Montana",0,0,57,53,78,28,104,33,67,39,66
"G3000790","2005-2009",,,"Montana","30","Prairie County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Montana",1004,1004,998,0,6,0,0,0,0,0,0,"Prairie County, Montana",103,103,102,104,9,104,104,104,104,104,104
"G3000810","2005-2009",,,"Montana","30","Ravalli County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Ravalli County, Montana",40060,40060,38615,14,498,171,0,158,604,56,548,"Ravalli County, Montana",0,0,199,23,183,29,104,100,165,68,157
"G3000830","2005-2009",,,"Montana","30","Richland County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Montana",9128,9128,8813,0,133,16,0,10,156,0,156,"Richland County, Montana",0,0,20,104,75,17,104,12,67,104,67
"G3000850","2005-2009",,,"Montana","30","Roosevelt County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, Montana",10231,10231,3756,0,4894,41,19,21,1500,0,1500,"Roosevelt County, Montana",0,0,30,104,352,57,28,19,331,104,331
"G3000870","2005-2009",,,"Montana","30","Rosebud County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Rosebud County, Montana",9152,9152,5576,58,3183,36,5,0,294,0,294,"Rosebud County, Montana",0,0,95,58,147,31,8,104,161,104,161
"G3000890","2005-2009",,,"Montana","30","Sanders County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Sanders County, Montana",10950,10950,10078,36,587,35,0,36,178,12,166,"Sanders County, Montana",0,0,35,29,67,23,104,31,62,17,59
"G3000910","2005-2009",,,"Montana","30","Sheridan County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Montana",3568,3568,3326,1,75,8,0,64,94,0,94,"Sheridan County, Montana",131,131,135,3,102,14,104,66,75,104,75
"G3000930","2005-2009",,,"Montana","30","Silver Bow County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Bow County, Montana",32740,32740,31055,67,692,209,6,118,593,56,537,"Silver Bow County, Montana",0,0,150,49,173,49,9,88,154,60,134
"G3000950","2005-2009",,,"Montana","30","Stillwater County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Stillwater County, Montana",8573,8573,8224,45,37,32,23,104,108,31,77,"Stillwater County, Montana",0,0,68,54,33,25,32,66,47,32,37
"G3000970","2005-2009",,,"Montana","30","Sweet Grass County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Sweet Grass County, Montana",3675,3675,3557,0,30,0,0,26,62,0,62,"Sweet Grass County, Montana",0,0,53,104,24,104,104,23,49,104,49
"G3000990","2005-2009",,,"Montana","30","Teton County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Montana",6132,6132,5866,15,133,0,0,75,43,4,39,"Teton County, Montana",0,0,33,20,64,104,104,57,36,6,37
"G3001010","2005-2009",,,"Montana","30","Toole County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Toole County, Montana",5110,5110,4858,35,151,6,0,53,7,0,7,"Toole County, Montana",0,0,84,40,54,11,104,31,11,104,11
"G3001030","2005-2009",,,"Montana","30","Treasure County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Treasure County, Montana",912,912,882,0,0,6,0,3,21,0,21,"Treasure County, Montana",98,98,99,104,104,7,104,6,20,104,20
"G3001050","2005-2009",,,"Montana","30","Valley County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Montana",6888,6888,5959,43,657,0,10,7,212,0,212,"Valley County, Montana",0,0,64,42,125,104,18,12,131,104,131
"G3001070","2005-2009",,,"Montana","30","Wheatland County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Wheatland County, Montana",2018,2018,1937,0,64,0,0,0,17,0,17,"Wheatland County, Montana",0,0,51,104,47,104,104,104,17,104,17
"G3001090","2005-2009",,,"Montana","30","Wibaux County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Wibaux County, Montana",922,922,873,7,26,0,0,0,16,0,16,"Wibaux County, Montana",83,83,84,10,31,104,104,104,18,104,18
"G3001110","2005-2009",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Yellowstone County, Montana",140436,140436,127058,1528,5406,1319,275,1934,2916,298,2618,"Yellowstone County, Montana",0,0,612,321,313,182,36,458,461,160,438
"G3100010","2005-2009",,,"Nebraska","31","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Nebraska",33024,33024,31244,196,223,720,0,417,224,21,203,"Adams County, Nebraska",0,0,201,62,130,69,99,215,141,37,134
"G3100030","2005-2009",,,"Nebraska","31","Antelope County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Antelope County, Nebraska",6729,6729,6640,15,22,3,0,4,45,7,38,"Antelope County, Nebraska",0,0,13,13,16,5,99,7,12,10,17
"G3100050","2005-2009",,,"Nebraska","31","Arthur County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Arthur County, Nebraska",364,364,360,0,0,0,0,0,4,4,0,"Arthur County, Nebraska",63,63,63,99,99,99,99,99,3,3,99
"G3100070","2005-2009",,,"Nebraska","31","Banner County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Banner County, Nebraska",824,824,780,0,2,0,0,19,23,0,23,"Banner County, Nebraska",77,77,75,99,9,99,99,20,18,99,18
"G3100090","2005-2009",,,"Nebraska","31","Blaine County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Nebraska",471,471,458,0,0,0,0,0,13,0,13,"Blaine County, Nebraska",78,78,76,99,99,99,99,99,9,99,9
"G3100110","2005-2009",,,"Nebraska","31","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Nebraska",5531,5531,5527,0,0,4,0,0,0,0,0,"Boone County, Nebraska",0,0,4,99,99,4,99,99,99,99,99
"G3100130","2005-2009",,,"Nebraska","31","Box Butte County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Box Butte County, Nebraska",11031,11031,9436,55,331,65,0,818,326,78,248,"Box Butte County, Nebraska",0,0,142,44,138,48,99,208,172,126,127
"G3100150","2005-2009",,,"Nebraska","31","Boyd County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Nebraska",2120,2120,2075,0,13,0,0,32,0,0,0,"Boyd County, Nebraska",0,0,37,99,12,99,99,36,99,99,99
"G3100170","2005-2009",,,"Nebraska","31","Brown County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Nebraska",3178,3178,3124,4,5,6,0,0,39,0,39,"Brown County, Nebraska",0,0,18,5,8,10,99,99,24,99,24
"G3100190","2005-2009",,,"Nebraska","31","Buffalo County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, Nebraska",44877,44877,42318,377,86,377,0,1092,627,226,401,"Buffalo County, Nebraska",0,0,267,102,42,51,99,231,151,93,121
"G3100210","2005-2009",,,"Nebraska","31","Burt County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Burt County, Nebraska",7047,7047,6834,23,89,13,0,24,64,9,55,"Burt County, Nebraska",0,0,24,17,26,14,99,21,28,13,24
"G3100230","2005-2009",,,"Nebraska","31","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Nebraska",8416,8416,8262,14,0,8,0,117,15,8,7,"Butler County, Nebraska",0,0,79,14,99,11,99,72,17,13,12
"G3100250","2005-2009",,,"Nebraska","31","Cass County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Nebraska",25495,25495,24848,112,40,134,0,71,290,9,281,"Cass County, Nebraska",0,0,57,74,41,54,99,51,108,15,104
"G3100270","2005-2009",,,"Nebraska","31","Cedar County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Nebraska",8582,8582,8482,4,13,11,2,18,52,0,52,"Cedar County, Nebraska",0,0,14,8,16,11,3,14,19,99,19
"G3100290","2005-2009",,,"Nebraska","31","Chase County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Chase County, Nebraska",3702,3702,3601,0,12,0,0,46,43,33,10,"Chase County, Nebraska",0,0,56,99,15,99,99,36,39,37,12
"G3100310","2005-2009",,,"Nebraska","31","Cherry County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Cherry County, Nebraska",5682,5682,5247,5,202,14,33,4,177,4,173,"Cherry County, Nebraska",0,0,31,7,119,20,47,7,97,7,96
"G3100330","2005-2009",,,"Nebraska","31","Cheyenne County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Nebraska",9829,9829,9497,0,79,94,12,57,90,7,83,"Cheyenne County, Nebraska",0,0,74,99,64,6,18,44,73,10,73
"G3100350","2005-2009",,,"Nebraska","31","Clay County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Nebraska",6334,6334,6150,1,57,7,24,59,36,25,11,"Clay County, Nebraska",0,0,56,2,19,10,30,54,30,25,13
"G3100370","2005-2009",,,"Nebraska","31","Colfax County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, Nebraska",10100,10100,8980,0,7,8,10,785,310,68,242,"Colfax County, Nebraska",0,0,428,99,8,9,16,364,257,86,221
"G3100390","2005-2009",,,"Nebraska","31","Cuming County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Cuming County, Nebraska",9330,9330,8985,0,174,25,0,80,66,2,64,"Cuming County, Nebraska",0,0,163,99,168,21,99,61,32,3,32
"G3100410","2005-2009",,,"Nebraska","31","Custer County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Nebraska",10894,10894,10682,11,33,13,0,55,100,1,99,"Custer County, Nebraska",0,0,27,11,17,18,99,26,25,7,24
"G3100430","2005-2009",,,"Nebraska","31","Dakota County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Dakota County, Nebraska",20295,20295,14881,33,443,1047,0,3575,316,216,100,"Dakota County, Nebraska",0,0,532,35,33,59,99,520,172,165,70
"G3100450","2005-2009",,,"Nebraska","31","Dawes County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Dawes County, Nebraska",8736,8736,8095,175,336,36,4,17,73,10,63,"Dawes County, Nebraska",0,0,25,133,150,31,7,13,64,18,61
"G3100470","2005-2009",,,"Nebraska","31","Dawson County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Nebraska",24789,24789,19036,232,123,153,0,4752,493,252,241,"Dawson County, Nebraska",0,0,573,44,59,46,99,627,239,190,115
"G3100490","2005-2009",,,"Nebraska","31","Deuel County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, Nebraska",1988,1988,1898,1,4,0,0,38,47,4,43,"Deuel County, Nebraska",127,127,129,4,7,99,99,30,17,6,15
"G3100510","2005-2009",,,"Nebraska","31","Dixon County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Dixon County, Nebraska",6224,6224,5994,4,28,0,0,161,37,0,37,"Dixon County, Nebraska",0,0,118,5,20,99,99,118,23,99,23
"G3100530","2005-2009",,,"Nebraska","31","Dodge County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Nebraska",35774,35774,34103,172,144,221,0,764,370,39,331,"Dodge County, Nebraska",0,0,317,101,80,74,99,320,108,49,101
"G3100550","2005-2009",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nebraska",497939,497939,395291,54448,2263,11377,560,21102,12898,1435,11463,"Douglas County, Nebraska",0,0,1550,850,388,410,93,1623,974,353,962
"G3100570","2005-2009",,,"Nebraska","31","Dundy County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Dundy County, Nebraska",1939,1939,1889,0,3,0,5,39,3,0,3,"Dundy County, Nebraska",113,113,104,99,5,99,7,33,5,99,5
"G3100590","2005-2009",,,"Nebraska","31","Fillmore County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Fillmore County, Nebraska",6051,6051,5795,154,34,0,0,23,45,0,45,"Fillmore County, Nebraska",0,0,259,213,44,99,99,50,46,99,46
"G3100610","2005-2009",,,"Nebraska","31","Franklin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Nebraska",3187,3187,3148,0,22,4,4,0,9,9,0,"Franklin County, Nebraska",0,0,32,99,26,6,5,99,8,8,99
"G3100630","2005-2009",,,"Nebraska","31","Frontier County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Frontier County, Nebraska",2643,2643,2569,0,4,0,0,6,64,0,64,"Frontier County, Nebraska",0,0,52,99,6,99,99,13,54,99,54
"G3100650","2005-2009",,,"Nebraska","31","Furnas County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Furnas County, Nebraska",4681,4681,4584,0,59,9,0,9,20,3,17,"Furnas County, Nebraska",0,0,15,99,20,9,99,9,12,4,13
"G3100670","2005-2009",,,"Nebraska","31","Gage County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Gage County, Nebraska",22935,22935,22320,55,95,95,13,41,316,9,307,"Gage County, Nebraska",0,0,38,48,56,29,14,31,79,14,81
"G3100690","2005-2009",,,"Nebraska","31","Garden County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Garden County, Nebraska",1856,1856,1820,1,7,13,3,4,8,0,8,"Garden County, Nebraska",116,116,116,3,10,18,6,8,9,99,9
"G3100710","2005-2009",,,"Nebraska","31","Garfield County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Nebraska",1902,1902,1853,0,2,0,0,45,2,0,2,"Garfield County, Nebraska",96,96,104,99,3,99,99,46,5,99,5
"G3100730","2005-2009",,,"Nebraska","31","Gosper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"Gosper County, Nebraska",1932,1932,1882,4,5,0,0,34,7,0,7,"Gosper County, Nebraska",0,0,26,4,6,99,99,22,9,99,9
"G3100750","2005-2009",,,"Nebraska","31","Grant County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Nebraska",608,608,604,0,0,0,0,0,4,0,4,"Grant County, Nebraska",95,95,95,99,99,99,99,99,4,99,4
"G3100770","2005-2009",,,"Nebraska","31","Greeley County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Greeley County, Nebraska",2344,2344,2278,21,0,0,0,1,44,5,39,"Greeley County, Nebraska",0,0,48,32,99,99,99,2,43,11,44
"G3100790","2005-2009",,,"Nebraska","31","Hall County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Nebraska",55669,55669,50204,790,397,624,0,2996,658,113,545,"Hall County, Nebraska",0,0,711,80,178,141,99,666,257,80,232
"G3100810","2005-2009",,,"Nebraska","31","Hamilton County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Nebraska",9302,9302,9175,13,2,21,0,15,76,30,46,"Hamilton County, Nebraska",0,0,23,15,3,25,99,18,31,32,27
"G3100830","2005-2009",,,"Nebraska","31","Harlan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Nebraska",3350,3350,3291,0,24,0,0,23,12,4,8,"Harlan County, Nebraska",0,0,14,99,25,99,99,28,15,7,12
"G3100850","2005-2009",,,"Nebraska","31","Hayes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Hayes County, Nebraska",1044,1044,993,0,0,13,0,16,22,0,22,"Hayes County, Nebraska",113,113,99,99,99,19,99,22,24,99,24
"G3100870","2005-2009",,,"Nebraska","31","Hitchcock County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Hitchcock County, Nebraska",2858,2858,2799,8,7,2,0,9,33,19,14,"Hitchcock County, Nebraska",0,0,16,12,11,5,99,7,14,13,21
"G3100890","2005-2009",,,"Nebraska","31","Holt County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Nebraska",10258,10258,10088,19,46,19,0,54,32,13,19,"Holt County, Nebraska",0,0,52,20,29,7,99,52,28,17,22
"G3100910","2005-2009",,,"Nebraska","31","Hooker County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Hooker County, Nebraska",661,661,661,0,0,0,0,0,0,0,0,"Hooker County, Nebraska",75,75,75,99,99,99,99,99,99,99,99
"G3100930","2005-2009",,,"Nebraska","31","Howard County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Nebraska",6459,6459,6373,24,5,16,0,4,37,12,25,"Howard County, Nebraska",0,0,16,24,10,15,99,7,26,14,20
"G3100950","2005-2009",,,"Nebraska","31","Jefferson County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Nebraska",7502,7502,7376,0,50,3,0,32,41,0,41,"Jefferson County, Nebraska",0,0,47,99,34,5,99,47,33,99,33
"G3100970","2005-2009",,,"Nebraska","31","Johnson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Nebraska",5103,5103,4490,290,90,104,0,109,20,3,17,"Johnson County, Nebraska",0,0,48,61,57,59,99,48,19,4,19
"G3100990","2005-2009",,,"Nebraska","31","Kearney County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Kearney County, Nebraska",6550,6550,6405,13,0,41,0,64,27,20,7,"Kearney County, Nebraska",0,0,66,25,99,30,99,47,25,20,14
"G3101010","2005-2009",,,"Nebraska","31","Keith County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Keith County, Nebraska",7934,7934,7455,17,33,40,35,102,252,0,252,"Keith County, Nebraska",0,0,175,30,43,28,37,49,143,99,143
"G3101030","2005-2009",,,"Nebraska","31","Keya Paha County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Keya Paha County, Nebraska",863,863,858,0,0,0,0,0,5,0,5,"Keya Paha County, Nebraska",76,76,76,99,99,99,99,99,7,99,7
"G3101050","2005-2009",,,"Nebraska","31","Kimball County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Kimball County, Nebraska",3644,3644,3445,0,38,8,0,107,46,6,40,"Kimball County, Nebraska",0,0,43,99,32,12,99,45,25,10,25
"G3101070","2005-2009",,,"Nebraska","31","Knox County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Nebraska",8566,8566,7665,32,671,16,0,66,116,8,108,"Knox County, Nebraska",0,0,40,25,62,23,99,45,48,10,45
"G3101090","2005-2009",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, Nebraska",274432,274432,246822,8798,1518,8514,310,3187,5283,448,4835,"Lancaster County, Nebraska",0,0,603,379,223,293,98,498,613,160,576
"G3101110","2005-2009",,,"Nebraska","31","Lincoln County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nebraska",35481,35481,33215,247,91,210,6,658,1054,666,388,"Lincoln County, Nebraska",0,0,159,136,68,19,11,194,269,220,150
"G3101130","2005-2009",,,"Nebraska","31","Logan County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Nebraska",720,720,682,0,27,0,0,3,8,0,8,"Logan County, Nebraska",85,85,84,99,10,99,99,10,9,99,9
"G3101150","2005-2009",,,"Nebraska","31","Loup County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Loup County, Nebraska",550,550,546,0,4,0,0,0,0,0,0,"Loup County, Nebraska",86,86,85,99,6,99,99,99,99,99,99
"G3101170","2005-2009",,,"Nebraska","31","McPherson County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, Nebraska",498,498,492,1,0,0,0,0,5,0,5,"McPherson County, Nebraska",84,84,82,2,99,99,99,99,6,99,6
"G3101190","2005-2009",,,"Nebraska","31","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Nebraska",34727,34727,32068,440,794,205,21,839,360,16,344,"Madison County, Nebraska",0,0,441,56,331,102,36,286,130,25,131
"G3101210","2005-2009",,,"Nebraska","31","Merrick County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Merrick County, Nebraska",7672,7672,7430,39,2,0,0,68,133,0,133,"Merrick County, Nebraska",0,0,63,44,3,99,99,62,61,99,61
"G3101230","2005-2009",,,"Nebraska","31","Morrill County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"Morrill County, Nebraska",4980,4980,4770,0,19,5,3,104,79,20,59,"Morrill County, Nebraska",0,0,67,99,12,5,5,52,37,13,34
"G3101250","2005-2009",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Nance County, Nebraska",3552,3552,3477,36,20,0,0,11,8,1,7,"Nance County, Nebraska",0,0,39,31,18,99,99,13,9,3,8
"G3101270","2005-2009",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Nemaha County, Nebraska",6980,6980,6789,44,32,49,0,26,40,0,40,"Nemaha County, Nebraska",0,0,42,53,29,9,99,40,39,99,39
"G3101290","2005-2009",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Nuckolls County, Nebraska",4506,4506,4375,44,0,35,0,0,52,0,52,"Nuckolls County, Nebraska",0,0,19,35,99,41,99,99,29,99,29
"G3101310","2005-2009",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Otoe County, Nebraska",15389,15389,15052,4,36,22,0,73,202,0,202,"Otoe County, Nebraska",0,0,41,7,35,25,99,41,46,99,46
