GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,IFG001,IFG002,IFG003,IFG004,IFG005,IFG006,IFG007,IFG008
"G2700730","2010","2","4","Minnesota","27","Lac qui Parle County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lac qui Parle County",,7259,537,84,4,66,54,158,2,169
"G2700750","2010","2","4","Minnesota","27","Lake County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lake County",,10866,2856,192,8,118,18,2375,1,144
"G2700770","2010","2","4","Minnesota","27","Lake of the Woods County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lake of the Woods County",,4045,1888,38,2,34,8,1696,0,110
"G2700790","2010","2","4","Minnesota","27","Le Sueur County","079",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Le Sueur County",,27703,1658,219,10,190,40,937,0,262
"G2700810","2010","2","4","Minnesota","27","Lincoln County","081",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lincoln County",,5896,534,89,4,38,21,238,0,144
"G2700830","2010","2","4","Minnesota","27","Lyon County","083",,,,,,,,,,,,,,"32140","99999","999",,,,,,,,,,,,,,"Lyon County",,25857,871,337,22,152,44,65,3,248
"G2700850","2010","2","4","Minnesota","27","McLeod County","085",,,,,,,,,,,,,,"26780","99999","378",,,,,,,,,,,,,,"McLeod County",,36651,1121,402,28,243,42,90,3,313
"G2700870","2010","2","4","Minnesota","27","Mahnomen County","087",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mahnomen County",,5413,767,31,12,43,23,562,1,95
"G2700890","2010","2","4","Minnesota","27","Marshall County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marshall County",,9439,831,80,3,54,28,366,18,282
"G2700910","2010","2","4","Minnesota","27","Martin County","091",,,,,,,,,,,,,,"21860","99999","999",,,,,,,,,,,,,,"Martin County",,20840,974,274,12,135,35,170,3,345
"G2700930","2010","2","4","Minnesota","27","Meeker County","093",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Meeker County",,23300,1498,127,11,153,34,906,1,266
"G2700950","2010","2","4","Minnesota","27","Mille Lacs County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mille Lacs County",,26097,2584,173,14,215,45,1820,0,317
"G2700970","2010","2","4","Minnesota","27","Morrison County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Morrison County",,33198,2651,202,17,191,53,1868,0,320
"G2700990","2010","2","4","Minnesota","27","Mower County","099",,,,,,,,,,,,,,"12380","99999","999",,,,,,,,,,,,,,"Mower County",,39163,1199,375,26,272,51,88,1,386
"G2701010","2010","2","4","Minnesota","27","Murray County","101",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Murray County",,8725,839,66,5,59,26,506,0,177
"G2701030","2010","2","4","Minnesota","27","Nicollet County","103",,,,,,,,,,,,,,"31860","99999","999",,,,,,,,,,,,,,"Nicollet County",,32727,672,257,21,164,22,47,0,161
"G2701050","2010","2","4","Minnesota","27","Nobles County","105",,,,,,,,,,,,,,"49380","99999","999",,,,,,,,,,,,,,"Nobles County",,21378,589,159,7,81,21,60,0,261
"G2701070","2010","2","4","Minnesota","27","Norman County","107",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Norman County",,6852,558,90,3,69,35,71,13,277
"G2701090","2010","2","4","Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,"40340","99999","999",,,,,,,,,,,,,,"Olmsted County",,144248,3415,1230,106,860,122,321,41,735
"G2701110","2010","2","4","Minnesota","27","Otter Tail County","111",,,,,,,,,,,,,,"22260","99999","999",,,,,,,,,,,,,,"Otter Tail County",,57303,11539,476,37,489,99,9635,8,795
"G2701130","2010","2","4","Minnesota","27","Pennington County","113",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pennington County",,13930,461,115,25,38,15,105,1,162
"G2701150","2010","2","4","Minnesota","27","Pine County","115",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pine County",,29750,5903,109,8,278,41,4989,0,478
"G2701170","2010","2","4","Minnesota","27","Pipestone County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pipestone County",,9596,429,126,4,70,17,23,0,189
"G2701190","2010","2","4","Minnesota","27","Polk County","119",,,,,,,,,,,,,,"24220","99999","999",,,,,,,,,,,,,,"Polk County",,31600,1906,233,16,120,49,1033,7,448
"G2701210","2010","2","4","Minnesota","27","Pope County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pope County",,10995,1699,98,9,113,24,1313,0,142
"G2701230","2010","2","4","Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,"33460","99999","378",,,,,,,,,,,,,,"Ramsey County",,508640,14506,6348,376,2522,529,987,0,3744
"G2701250","2010","2","4","Minnesota","27","Red Lake County","125",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Red Lake County",,4089,211,47,0,13,7,45,1,98
"G2701270","2010","2","4","Minnesota","27","Redwood County","127",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Redwood County",,16059,692,186,8,98,32,45,3,320
"G2701290","2010","2","4","Minnesota","27","Renville County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Renville County",,15730,791,205,11,129,62,91,31,262
"G2701310","2010","2","4","Minnesota","27","Rice County","131",,,,,,,,,,,,,,"22060","99999","378",,,,,,,,,,,,,,"Rice County",,64142,2138,581,26,433,88,652,0,358
"G2701330","2010","2","4","Minnesota","27","Rock County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rock County",,9687,344,85,6,66,12,29,0,146
"G2701350","2010","2","4","Minnesota","27","Roseau County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Roseau County",,15629,1169,209,12,110,22,527,0,289
"G2701370","2010","2","4","Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,"20260","99999","999",,,,,,,,,,,,,,"St. Louis County",,200226,18275,1922,134,1250,221,11999,0,2749
"G2701390","2010","2","4","Minnesota","27","Scott County","139",,,,,,,,,,,,,,"33460","99999","378",,,,,,,,,,,,,,"Scott County",,129928,2016,493,78,611,98,304,0,432
"G2701410","2010","2","4","Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,"33460","99999","378",,,,,,,,,,,,,,"Sherburne County",,88499,2167,489,13,482,93,712,9,369
"G2701430","2010","2","4","Minnesota","27","Sibley County","143",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sibley County",,15226,548,142,14,93,22,31,28,218
"G2701450","2010","2","4","Minnesota","27","Stearns County","145",,,,,,,,,,,,,,"41060","99999","378",,,,,,,,,,,,,,"Stearns County",,150642,5742,1440,81,631,116,2627,1,846
"G2701470","2010","2","4","Minnesota","27","Steele County","147",,,,,,,,,,,,,,"36940","99999","999",,,,,,,,,,,,,,"Steele County",,36576,1013,317,12,256,33,148,0,247
"G2701490","2010","2","4","Minnesota","27","Stevens County","149",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Stevens County",,9726,434,102,6,67,19,91,4,145
"G2701510","2010","2","4","Minnesota","27","Swift County","151",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Swift County",,9783,599,167,1,75,24,107,1,224
"G2701530","2010","2","4","Minnesota","27","Todd County","153",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Todd County",,24895,3161,200,17,178,42,2267,4,453
"G2701550","2010","2","4","Minnesota","27","Traverse County","155",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Traverse County",,3558,549,71,3,42,11,224,3,195
"G2701570","2010","2","4","Minnesota","27","Wabasha County","157",,,,,,,,,,,,,,"40340","99999","999",,,,,,,,,,,,,,"Wabasha County",,21676,1175,115,21,144,34,607,17,237
"G2701590","2010","2","4","Minnesota","27","Wadena County","159",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wadena County",,13843,1194,127,8,107,18,743,1,190
"G2701610","2010","2","4","Minnesota","27","Waseca County","161",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Waseca County",,19136,622,177,14,120,28,104,3,176
"G2701630","2010","2","4","Minnesota","27","Washington County","163",,,,,,,,,,,,,,"33460","99999","378",,,,,,,,,,,,,,"Washington County",,238136,4515,1106,115,1061,232,1164,13,824
"G2701650","2010","2","4","Minnesota","27","Watonwan County","165",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Watonwan County",,11211,527,161,9,76,25,67,0,189
"G2701670","2010","2","4","Minnesota","27","Wilkin County","167",,,,,,,,,,,,,,"47420","99999","244",,,,,,,,,,,,,,"Wilkin County",,6576,388,146,3,60,6,32,14,127
"G2701690","2010","2","4","Minnesota","27","Winona County","169",,,,,,,,,,,,,,"49100","99999","999",,,,,,,,,,,,,,"Winona County",,51461,1206,296,30,217,35,235,3,390
"G2701710","2010","2","4","Minnesota","27","Wright County","171",,,,,,,,,,,,,,"33460","99999","378",,,,,,,,,,,,,,"Wright County",,124700,4527,578,40,767,129,2406,1,606
"G2701730","2010","2","4","Minnesota","27","Yellow Medicine County","173",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Yellow Medicine County",,10438,468,90,4,72,15,63,3,221
"G2800010","2010","3","6","Mississippi","28","Adams County","001",,,,,,,,,,,,,,"35020","99999","999",,,,,,,,,,,,,,"Adams County",,32297,2013,419,37,179,45,401,5,927
"G2800030","2010","3","6","Mississippi","28","Alcorn County","003",,,,,,,,,,,,,,"18420","99999","999",,,,,,,,,,,,,,"Alcorn County",,37057,2038,426,30,204,104,128,1,1145
"G2800050","2010","3","6","Mississippi","28","Amite County","005",,,,,,,,,,,,,,"32620","99999","999",,,,,,,,,,,,,,"Amite County",,13131,1284,92,14,37,14,521,2,604
"G2800070","2010","3","6","Mississippi","28","Attala County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Attala County",,19564,1507,154,21,72,68,434,0,758
"G2800090","2010","3","6","Mississippi","28","Benton County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Benton County",,8729,782,89,5,55,13,324,0,296
"G2800110","2010","3","6","Mississippi","28","Bolivar County","011",,,,,,,,,,,,,,"17380","99999","999",,,,,,,,,,,,,,"Bolivar County",,34145,1343,541,20,74,47,359,11,291
"G2800130","2010","3","6","Mississippi","28","Calhoun County","013",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Calhoun County",,14962,925,225,14,53,48,254,19,312
"G2800150","2010","3","6","Mississippi","28","Carroll County","015",,,,,,,,,,,,,,"24900","99999","999",,,,,,,,,,,,,,"Carroll County",,10597,864,128,3,33,29,326,0,345
"G2800170","2010","3","6","Mississippi","28","Chickasaw County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chickasaw County",,17392,875,259,33,98,121,153,0,211
"G2800190","2010","3","6","Mississippi","28","Choctaw County","019",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Choctaw County",,8547,704,60,6,29,31,222,1,355
"G2800210","2010","3","6","Mississippi","28","Claiborne County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Claiborne County",,9604,783,129,12,18,46,233,1,344
"G2800230","2010","3","6","Mississippi","28","Clarke County","023",,,,,,,,,,,,,,"32940","99999","999",,,,,,,,,,,,,,"Clarke County",,16732,1143,98,10,34,17,170,0,814
"G2800250","2010","3","6","Mississippi","28","Clay County","025",,,,,,,,,,,,,,"48500","99999","200",,,,,,,,,,,,,,"Clay County",,20634,1151,243,12,108,43,246,0,499
"G2800270","2010","3","6","Mississippi","28","Coahoma County","027",,,,,,,,,,,,,,"17260","99999","999",,,,,,,,,,,,,,"Coahoma County",,26151,1331,488,20,112,35,280,18,378
"G2800290","2010","3","6","Mississippi","28","Copiah County","029",,,,,,,,,,,,,,"27140","99999","298",,,,,,,,,,,,,,"Copiah County",,29449,1476,179,19,98,53,316,0,811
"G2800310","2010","3","6","Mississippi","28","Covington County","031",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Covington County",,19568,1066,90,5,48,13,183,1,726
"G2800330","2010","3","6","Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"DeSoto County",,161252,3886,1326,56,1183,125,271,15,910
"G2800350","2010","3","6","Mississippi","28","Forrest County","035",,,,,,,,,,,,,,"25620","99999","999",,,,,,,,,,,,,,"Forrest County",,74934,3543,1503,48,413,83,315,6,1175
"G2800370","2010","3","6","Mississippi","28","Franklin County","037",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Franklin County",,8118,943,48,3,33,37,467,0,355
"G2800390","2010","3","6","Mississippi","28","George County","039",,,,,,,,,,,,,,"37700","99999","274",,,,,,,,,,,,,,"George County",,22578,1348,241,14,144,54,345,7,543
"G2800410","2010","3","6","Mississippi","28","Greene County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Greene County",,14400,817,63,4,34,36,317,0,363
"G2800430","2010","3","6","Mississippi","28","Grenada County","043",,,,,,,,,,,,,,"24980","99999","999",,,,,,,,,,,,,,"Grenada County",,21906,1376,528,12,107,61,322,0,346
"G2800450","2010","3","6","Mississippi","28","Hancock County","045",,,,,,,,,,,,,,"25060","99999","274",,,,,,,,,,,,,,"Hancock County",,43929,4460,1193,35,641,160,1434,7,990
"G2800470","2010","3","6","Mississippi","28","Harrison County","047",,,,,,,,,,,,,,"25060","99999","274",,,,,,,,,,,,,,"Harrison County",,187105,13705,6766,160,1720,289,1660,31,3079
"G2800490","2010","3","6","Mississippi","28","Hinds County","049",,,,,,,,,,,,,,"27140","99999","298",,,,,,,,,,,,,,"Hinds County",,245285,12070,4668,149,1502,348,469,4,4930
"G2800510","2010","3","6","Mississippi","28","Holmes County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Holmes County",,19198,1489,227,30,81,26,465,4,656
"G2800530","2010","3","6","Mississippi","28","Humphreys County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Humphreys County",,9375,482,122,4,33,11,98,13,201
"G2800550","2010","3","6","Mississippi","28","Issaquena County","055",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Issaquena County",,1406,88,5,0,3,6,14,0,60
"G2800570","2010","3","6","Mississippi","28","Itawamba County","057",,,,,,,,,,,,,,"46180","99999","999",,,,,,,,,,,,,,"Itawamba County",,23401,1245,285,16,83,61,167,0,633
"G2800590","2010","3","6","Mississippi","28","Jackson County","059",,,,,,,,,,,,,,"37700","99999","274",,,,,,,,,,,,,,"Jackson County",,139668,7862,3353,105,1147,232,1004,5,2016
"G2800610","2010","3","6","Mississippi","28","Jasper County","061",,,,,,,,,,,,,,"29860","99999","999",,,,,,,,,,,,,,"Jasper County",,17062,1414,102,17,58,24,466,1,746
"G2800630","2010","3","6","Mississippi","28","Jefferson County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jefferson County",,7726,744,117,5,29,28,295,0,270
"G2800650","2010","3","6","Mississippi","28","Jefferson Davis County","065",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jefferson Davis County",,12487,899,131,9,41,8,214,1,495
"G2800670","2010","3","6","Mississippi","28","Jones County","067",,,,,,,,,,,,,,"29860","99999","999",,,,,,,,,,,,,,"Jones County",,67761,3177,829,27,303,69,309,3,1637
"G2800690","2010","3","6","Mississippi","28","Kemper County","069",,,,,,,,,,,,,,"32940","99999","999",,,,,,,,,,,,,,"Kemper County",,10456,802,37,3,20,17,216,1,508
"G2800710","2010","3","6","Mississippi","28","Lafayette County","071",,,,,,,,,,,,,,"37060","99999","999",,,,,,,,,,,,,,"Lafayette County",,47351,4373,1123,57,499,91,1781,4,818
"G2800730","2010","3","6","Mississippi","28","Lamar County","073",,,,,,,,,,,,,,"25620","99999","999",,,,,,,,,,,,,,"Lamar County",,55658,2528,892,32,343,51,559,12,639
"G2800750","2010","3","6","Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,"32940","99999","999",,,,,,,,,,,,,,"Lauderdale County",,80261,3608,804,40,326,82,306,1,2049
"G2800770","2010","3","6","Mississippi","28","Lawrence County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lawrence County",,12929,941,54,5,48,41,263,2,528
"G2800790","2010","3","6","Mississippi","28","Leake County","079",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Leake County",,23805,1143,208,8,75,38,170,0,644
"G2800810","2010","3","6","Mississippi","28","Lee County","081",,,,,,,,,,,,,,"46180","99999","999",,,,,,,,,,,,,,"Lee County",,82910,3786,1526,37,644,161,271,2,1145
"G2800830","2010","3","6","Mississippi","28","Leflore County","083",,,,,,,,,,,,,,"24900","99999","999",,,,,,,,,,,,,,"Leflore County",,32317,1622,854,46,120,53,163,7,379
"G2800850","2010","3","6","Mississippi","28","Lincoln County","085",,,,,,,,,,,,,,"15020","99999","999",,,,,,,,,,,,,,"Lincoln County",,34869,1959,307,42,142,54,312,0,1102
"G2800870","2010","3","6","Mississippi","28","Lowndes County","087",,,,,,,,,,,,,,"18060","99999","200",,,,,,,,,,,,,,"Lowndes County",,59779,3069,1072,43,391,67,276,11,1209
"G2800890","2010","3","6","Mississippi","28","Madison County","089",,,,,,,,,,,,,,"27140","99999","298",,,,,,,,,,,,,,"Madison County",,95203,2729,735,45,510,128,417,1,893
"G2800910","2010","3","6","Mississippi","28","Marion County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marion County",,27088,1703,236,12,101,37,455,1,861
"G2800930","2010","3","6","Mississippi","28","Marshall County","093",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Marshall County",,37144,1512,397,21,199,63,191,1,640
"G2800950","2010","3","6","Mississippi","28","Monroe County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monroe County",,36989,1970,318,21,205,69,285,4,1068
"G2800970","2010","3","6","Mississippi","28","Montgomery County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Montgomery County",,10925,756,100,13,34,30,201,0,378
"G2800990","2010","3","6","Mississippi","28","Neshoba County","099",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Neshoba County",,29676,1501,294,19,112,52,235,8,781
"G2801010","2010","3","6","Mississippi","28","Newton County","101",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Newton County",,21720,1159,205,18,89,29,121,0,697
"G2801030","2010","3","6","Mississippi","28","Noxubee County","103",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Noxubee County",,11545,865,79,4,48,22,253,0,459
"G2801050","2010","3","6","Mississippi","28","Oktibbeha County","105",,,,,,,,,,,,,,"44260","99999","999",,,,,,,,,,,,,,"Oktibbeha County",,47671,2127,946,26,203,110,340,3,499
"G2801070","2010","3","6","Mississippi","28","Panola County","107",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Panola County",,34707,1858,384,9,173,51,488,2,751
"G2801090","2010","3","6","Mississippi","28","Pearl River County","109",,,,,,,,,,,,,,"38100","99999","999",,,,,,,,,,,,,,"Pearl River County",,55834,3152,671,21,430,117,872,3,1038
"G2801110","2010","3","6","Mississippi","28","Perry County","111",,,,,,,,,,,,,,"25620","99999","999",,,,,,,,,,,,,,"Perry County",,12250,845,89,5,30,39,274,2,406
"G2801130","2010","3","6","Mississippi","28","Pike County","113",,,,,,,,,,,,,,"32620","99999","999",,,,,,,,,,,,,,"Pike County",,40404,2491,441,27,228,43,531,9,1212
"G2801150","2010","3","6","Mississippi","28","Pontotoc County","115",,,,,,,,,,,,,,"46180","99999","999",,,,,,,,,,,,,,"Pontotoc County",,29957,1268,360,25,127,69,95,0,592
"G2801170","2010","3","6","Mississippi","28","Prentiss County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Prentiss County",,25276,1242,268,51,84,23,129,0,687
"G2801190","2010","3","6","Mississippi","28","Quitman County","119",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Quitman County",,8223,531,141,20,52,14,64,1,239
"G2801210","2010","3","6","Mississippi","28","Rankin County","121",,,,,,,,,,,,,,"27140","99999","298",,,,,,,,,,,,,,"Rankin County",,141617,3651,965,55,830,148,365,4,1284
"G2801230","2010","3","6","Mississippi","28","Scott County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Scott County",,28264,1222,260,17,56,23,213,2,651
"G2801250","2010","3","6","Mississippi","28","Sharkey County","125",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sharkey County",,4916,266,52,5,11,22,62,1,113
"G2801270","2010","3","6","Mississippi","28","Simpson County","127",,,,,,,,,,,,,,"27140","99999","298",,,,,,,,,,,,,,"Simpson County",,27503,1604,202,17,110,50,200,2,1023
"G2801290","2010","3","6","Mississippi","28","Smith County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Smith County",,16491,1016,88,3,50,13,161,3,698
"G2801310","2010","3","6","Mississippi","28","Stone County","131",,,,,,,,,,,,,,"25060","99999","274",,,,,,,,,,,,,,"Stone County",,17786,996,256,9,121,49,275,2,284
"G2801330","2010","3","6","Mississippi","28","Sunflower County","133",,,,,,,,,,,,,,"26940","99999","999",,,,,,,,,,,,,,"Sunflower County",,29450,863,307,14,61,36,52,17,376
"G2801350","2010","3","6","Mississippi","28","Tallahatchie County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Tallahatchie County",,15378,674,144,7,54,48,163,2,256
"G2801370","2010","3","6","Mississippi","28","Tate County","137",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Tate County",,28886,912,237,11,135,21,115,5,388
"G2801390","2010","3","6","Mississippi","28","Tippah County","139",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Tippah County",,22232,1099,181,10,96,37,199,0,576
"G2801410","2010","3","6","Mississippi","28","Tishomingo County","141",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Tishomingo County",,19593,2147,258,15,114,43,1033,1,683
"G2801430","2010","3","6","Mississippi","28","Tunica County","143",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Tunica County",,10778,876,514,26,36,13,180,8,99
"G2801450","2010","3","6","Mississippi","28","Union County","145",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Union County",,27134,1203,370,7,127,44,108,0,547
"G2801470","2010","3","6","Mississippi","28","Walthall County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Walthall County",,15443,1244,129,8,54,30,359,3,661
"G2801490","2010","3","6","Mississippi","28","Warren County","149",,,,,,,,,,,,,,"46980","99999","999",,,,,,,,,,,,,,"Warren County",,48773,2955,697,25,314,48,560,0,1311
"G2801510","2010","3","6","Mississippi","28","Washington County","151",,,,,,,,,,,,,,"24740","99999","999",,,,,,,,,,,,,,"Washington County",,51137,2772,1397,38,243,157,140,6,791
"G2801530","2010","3","6","Mississippi","28","Wayne County","153",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wayne County",,20747,1109,159,10,73,30,202,4,631
"G2801550","2010","3","6","Mississippi","28","Webster County","155",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Webster County",,10253,744,135,7,40,60,219,1,282
"G2801570","2010","3","6","Mississippi","28","Wilkinson County","157",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wilkinson County",,9878,1582,74,8,16,28,928,9,519
"G2801590","2010","3","6","Mississippi","28","Winston County","159",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Winston County",,19198,1251,181,7,80,28,270,2,683
"G2801610","2010","3","6","Mississippi","28","Yalobusha County","161",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Yalobusha County",,12678,1178,135,6,103,21,345,0,568
"G2801630","2010","3","6","Mississippi","28","Yazoo County","163",,,,,,,,,,,,,,"49540","99999","298",,,,,,,,,,,,,,"Yazoo County",,28065,1214,326,10,122,30,268,15,443
"G2900010","2010","2","4","Missouri","29","Adair County","001",,,,,,,,,,,,,,"28860","99999","999",,,,,,,,,,,,,,"Adair County",,25607,1386,327,34,123,37,250,1,614
"G2900030","2010","2","4","Missouri","29","Andrew County","003",,,,,,,,,,,,,,"41140","99999","999",,,,,,,,,,,,,,"Andrew County",,17291,606,85,11,81,68,95,0,266
"G2900050","2010","2","4","Missouri","29","Atchison County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Atchison County",,5685,487,96,2,49,10,42,0,288
"G2900070","2010","2","4","Missouri","29","Audrain County","007",,,,,,,,,,,,,,"33020","99999","999",,,,,,,,,,,,,,"Audrain County",,25529,1262,349,12,212,128,83,2,476
"G2900090","2010","2","4","Missouri","29","Barry County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Barry County",,35597,3466,413,14,345,79,1743,0,872
"G2900110","2010","2","4","Missouri","29","Barton County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Barton County",,12402,671,154,7,68,35,60,2,345
"G2900130","2010","2","4","Missouri","29","Bates County","013",,,,,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Bates County",,17049,1098,279,5,154,68,128,1,463
"G2900150","2010","2","4","Missouri","29","Benton County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Benton County",,19056,5701,235,81,338,101,4079,2,865
"G2900170","2010","2","4","Missouri","29","Bollinger County","017",,,,,,,,,,,,,,"16020","99999","164",,,,,,,,,,,,,,"Bollinger County",,12363,1031,83,3,63,33,365,2,482
"G2900190","2010","2","4","Missouri","29","Boone County","019",,,,,,,,,,,,,,"17860","99999","999",,,,,,,,,,,,,,"Boone County",,162642,5474,2645,162,941,187,380,2,1157
"G2900210","2010","2","4","Missouri","29","Buchanan County","021",,,,,,,,,,,,,,"41140","99999","999",,,,,,,,,,,,,,"Buchanan County",,89201,3918,1372,56,517,122,190,0,1661
"G2900230","2010","2","4","Missouri","29","Butler County","023",,,,,,,,,,,,,,"38740","99999","999",,,,,,,,,,,,,,"Butler County",,42794,2117,432,23,242,64,263,5,1088
"G2900250","2010","2","4","Missouri","29","Caldwell County","025",,,,,,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Caldwell County",,9424,929,109,10,70,33,378,0,329
"G2900270","2010","2","4","Missouri","29","Callaway County","027",,,,,,,,,,,,,,"27620","99999","999",,,,,,,,,,,,,,"Callaway County",,44332,2189,568,29,234,55,582,5,716
"G2900290","2010","2","4","Missouri","29","Camden County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Camden County",,44002,22115,1141,65,1044,100,17714,5,2046
