GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,IFG001,IFG002,IFG003,IFG004,IFG005,IFG006,IFG007,IFG008
"G1701790","2010","2","3","Illinois","17","Tazewell County","179",,,,,,,,,,,,,,"37900","99999","426",,,,,,,,,,,,,,"Tazewell County",,135394,3370,1078,53,750,163,258,0,1068
"G1701810","2010","2","3","Illinois","17","Union County","181",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Union County",,17808,757,148,13,100,38,118,1,339
"G1701830","2010","2","3","Illinois","17","Vermilion County","183",,,,,,,,,,,,,,"19180","99999","999",,,,,,,,,,,,,,"Vermilion County",,81625,3663,982,86,580,152,212,1,1650
"G1701850","2010","2","3","Illinois","17","Wabash County","185",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wabash County",,11947,573,103,7,63,16,107,0,277
"G1701870","2010","2","3","Illinois","17","Warren County","187",,,,,,,,,,,,,,"23660","99999","999",,,,,,,,,,,,,,"Warren County",,17707,764,128,14,132,26,193,0,271
"G1701890","2010","2","3","Illinois","17","Washington County","189",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Washington County",,14716,608,73,13,66,55,111,1,289
"G1701910","2010","2","3","Illinois","17","Wayne County","191",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wayne County",,16760,873,138,11,84,47,134,5,454
"G1701930","2010","2","3","Illinois","17","White County","193",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"White County",,14665,868,114,9,74,45,142,0,484
"G1701950","2010","2","3","Illinois","17","Whiteside County","195",,,,,,,,,,,,,,"44580","99999","999",,,,,,,,,,,,,,"Whiteside County",,58498,2030,616,33,338,90,257,2,694
"G1701970","2010","2","3","Illinois","17","Will County","197",,,,,,,,,,,,,,"16980","16974","176",,,,,,,,,,,,,,"Will County",,677560,12245,3037,145,3713,517,1206,8,3619
"G1701990","2010","2","3","Illinois","17","Williamson County","199",,,,,,,,,,,,,,"32060","99999","166",,,,,,,,,,,,,,"Williamson County",,66357,2938,782,32,411,163,379,1,1170
"G1702010","2010","2","3","Illinois","17","Winnebago County","201",,,,,,,,,,,,,,"40420","99999","466",,,,,,,,,,,,,,"Winnebago County",,295266,10464,3814,215,2116,291,610,0,3418
"G1702030","2010","2","3","Illinois","17","Woodford County","203",,,,,,,,,,,,,,"37900","99999","426",,,,,,,,,,,,,,"Woodford County",,38664,869,155,19,179,39,96,1,380
"G1800010","2010","2","3","Indiana","18","Adams County","001",,,,,,,,,,,,,,"19540","99999","258",,,,,,,,,,,,,,"Adams County",,34387,1003,403,19,213,35,63,0,270
"G1800030","2010","2","3","Indiana","18","Allen County","003",,,,,,,,,,,,,,"23060","99999","258",,,,,,,,,,,,,,"Allen County",,355329,14333,6038,256,2553,550,753,17,4166
"G1800050","2010","2","3","Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,"18020","99999","294",,,,,,,,,,,,,,"Bartholomew County",,76794,3238,1439,48,568,140,442,0,601
"G1800070","2010","2","3","Indiana","18","Benton County","007",,,,,,,,,,,,,,"29140","99999","320",,,,,,,,,,,,,,"Benton County",,8854,458,146,9,64,25,23,2,189
"G1800090","2010","2","3","Indiana","18","Blackford County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Blackford County",,12766,815,123,11,131,71,38,0,441
"G1800110","2010","2","3","Indiana","18","Boone County","011",,,,,,,,,,,,,,"26900","99999","294",,,,,,,,,,,,,,"Boone County",,56640,1605,584,25,383,75,142,0,396
"G1800130","2010","2","3","Indiana","18","Brown County","013",,,,,,,,,,,,,,"26900","99999","294",,,,,,,,,,,,,,"Brown County",,15242,2086,93,7,171,45,1498,0,272
"G1800150","2010","2","3","Indiana","18","Carroll County","015",,,,,,,,,,,,,,"29140","99999","320",,,,,,,,,,,,,,"Carroll County",,20155,1572,192,8,184,70,855,0,263
"G1800170","2010","2","3","Indiana","18","Cass County","017",,,,,,,,,,,,,,"30900","99999","999",,,,,,,,,,,,,,"Cass County",,38966,1616,406,23,313,78,100,7,689
"G1800190","2010","2","3","Indiana","18","Clark County","019",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Clark County",,110232,3528,1173,42,891,141,316,2,963
"G1800210","2010","2","3","Indiana","18","Clay County","021",,,,,,,,,,,,,,"45460","99999","999",,,,,,,,,,,,,,"Clay County",,26890,1256,208,13,174,89,180,0,592
"G1800230","2010","2","3","Indiana","18","Clinton County","023",,,,,,,,,,,,,,"23140","99999","320",,,,,,,,,,,,,,"Clinton County",,33224,1216,461,11,212,64,37,3,428
"G1800250","2010","2","3","Indiana","18","Crawford County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crawford County",,10713,1217,77,20,112,73,668,2,265
"G1800270","2010","2","3","Indiana","18","Daviess County","027",,,,,,,,,,,,,,"47780","99999","999",,,,,,,,,,,,,,"Daviess County",,31648,1142,280,18,180,81,230,5,348
"G1800290","2010","2","3","Indiana","18","Dearborn County","029",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Dearborn County",,50047,1428,330,19,343,52,191,1,492
"G1800310","2010","2","3","Indiana","18","Decatur County","031",,,,,,,,,,,,,,"24700","99999","999",,,,,,,,,,,,,,"Decatur County",,25740,1232,357,21,198,26,265,0,365
"G1800330","2010","2","3","Indiana","18","DeKalb County","033",,,,,,,,,,,,,,"12140","99999","258",,,,,,,,,,,,,,"DeKalb County",,42223,1607,421,23,372,66,263,4,458
"G1800350","2010","2","3","Indiana","18","Delaware County","035",,,,,,,,,,,,,,"34620","99999","999",,,,,,,,,,,,,,"Delaware County",,117671,5841,1969,61,949,289,201,0,2372
"G1800370","2010","2","3","Indiana","18","Dubois County","037",,,,,,,,,,,,,,"27540","99999","999",,,,,,,,,,,,,,"Dubois County",,41889,1251,236,29,237,61,336,0,352
"G1800390","2010","2","3","Indiana","18","Elkhart County","039",,,,,,,,,,,,,,"21140","99999","515",,,,,,,,,,,,,,"Elkhart County",,197559,7523,3254,89,1369,267,498,2,2044
"G1800410","2010","2","3","Indiana","18","Fayette County","041",,,,,,,,,,,,,,"18220","99999","999",,,,,,,,,,,,,,"Fayette County",,24277,1179,396,10,160,48,70,1,494
"G1800430","2010","2","3","Indiana","18","Floyd County","043",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Floyd County",,74578,2489,824,26,578,123,132,0,806
"G1800450","2010","2","3","Indiana","18","Fountain County","045",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fountain County",,17240,930,162,12,125,39,241,4,347
"G1800470","2010","2","3","Indiana","18","Franklin County","047",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Franklin County",,23087,959,127,7,119,31,302,0,373
"G1800490","2010","2","3","Indiana","18","Fulton County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fulton County",,20836,1471,217,20,165,34,688,0,347
"G1800510","2010","2","3","Indiana","18","Gibson County","051",,,,,,,,,,,,,,"21780","99999","999",,,,,,,,,,,,,,"Gibson County",,33503,1390,321,25,219,78,150,7,590
"G1800530","2010","2","3","Indiana","18","Grant County","053",,,,,,,,,,,,,,"31980","99999","999",,,,,,,,,,,,,,"Grant County",,70061,3198,1214,27,501,184,159,5,1108
"G1800550","2010","2","3","Indiana","18","Greene County","055",,,,,,,,,,,,,,"14020","99999","999",,,,,,,,,,,,,,"Greene County",,33165,1724,325,19,264,90,352,0,674
"G1800570","2010","2","3","Indiana","18","Hamilton County","057",,,,,,,,,,,,,,"26900","99999","294",,,,,,,,,,,,,,"Hamilton County",,274569,6937,2549,113,1626,345,817,3,1484
"G1800590","2010","2","3","Indiana","18","Hancock County","059",,,,,,,,,,,,,,"26900","99999","294",,,,,,,,,,,,,,"Hancock County",,70002,1821,601,33,431,106,87,0,563
"G1800610","2010","2","3","Indiana","18","Harrison County","061",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Harrison County",,39364,1342,274,20,219,74,206,0,549
"G1800630","2010","2","3","Indiana","18","Hendricks County","063",,,,,,,,,,,,,,"26900","99999","294",,,,,,,,,,,,,,"Hendricks County",,145448,3086,888,56,839,177,250,0,876
"G1800650","2010","2","3","Indiana","18","Henry County","065",,,,,,,,,,,,,,"35220","99999","294",,,,,,,,,,,,,,"Henry County",,49462,2211,667,26,368,203,108,0,839
"G1800670","2010","2","3","Indiana","18","Howard County","067",,,,,,,,,,,,,,"29020","99999","316",,,,,,,,,,,,,,"Howard County",,82752,4378,1486,33,838,120,260,0,1641
"G1800690","2010","2","3","Indiana","18","Huntington County","069",,,,,,,,,,,,,,"26540","99999","258",,,,,,,,,,,,,,"Huntington County",,37124,1587,476,22,395,97,79,2,516
"G1800710","2010","2","3","Indiana","18","Jackson County","071",,,,,,,,,,,,,,"42980","99999","999",,,,,,,,,,,,,,"Jackson County",,42376,1701,571,17,329,73,202,0,509
"G1800730","2010","2","3","Indiana","18","Jasper County","073",,,,,,,,,,,,,,"16980","23844","176",,,,,,,,,,,,,,"Jasper County",,33478,936,220,20,205,51,83,2,355
"G1800750","2010","2","3","Indiana","18","Jay County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jay County",,21253,1088,237,14,139,103,72,1,522
"G1800770","2010","2","3","Indiana","18","Jefferson County","077",,,,,,,,,,,,,,"31500","99999","999",,,,,,,,,,,,,,"Jefferson County",,32428,1676,415,17,259,44,381,3,557
"G1800790","2010","2","3","Indiana","18","Jennings County","079",,,,,,,,,,,,,,"35860","99999","294",,,,,,,,,,,,,,"Jennings County",,28525,1389,298,10,192,37,286,0,566
"G1800810","2010","2","3","Indiana","18","Johnson County","081",,,,,,,,,,,,,,"26900","99999","294",,,,,,,,,,,,,,"Johnson County",,139654,4407,1597,110,846,176,498,1,1179
"G1800830","2010","2","3","Indiana","18","Knox County","083",,,,,,,,,,,,,,"47180","99999","999",,,,,,,,,,,,,,"Knox County",,38440,1789,513,38,230,93,179,9,727
"G1800850","2010","2","3","Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,"47700","99999","999",,,,,,,,,,,,,,"Kosciusko County",,77358,7841,913,58,593,128,5202,1,946
"G1800870","2010","2","3","Indiana","18","LaGrange County","087",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"LaGrange County",,37128,2496,241,15,263,48,1631,17,281
"G1800890","2010","2","3","Indiana","18","Lake County","089",,,,,,,,,,,,,,"16980","23844","176",,,,,,,,,,,,,,"Lake County",,496005,20593,6284,230,3032,593,819,23,9612
"G1800910","2010","2","3","Indiana","18","LaPorte County","091",,,,,,,,,,,,,,"33140","99999","176",,,,,,,,,,,,,,"LaPorte County",,111467,6117,1469,50,704,213,2249,2,1430
"G1800930","2010","2","3","Indiana","18","Lawrence County","093",,,,,,,,,,,,,,"13260","99999","999",,,,,,,,,,,,,,"Lawrence County",,46134,2263,403,29,410,96,340,2,983
"G1800950","2010","2","3","Indiana","18","Madison County","095",,,,,,,,,,,,,,"11300","99999","294",,,,,,,,,,,,,,"Madison County",,131636,7141,2530,100,1259,245,343,7,2657
"G1800970","2010","2","3","Indiana","18","Marion County","097",,,,,,,,,,,,,,"26900","99999","294",,,,,,,,,,,,,,"Marion County",,903393,51686,22922,763,7136,1251,1496,7,18111
"G1800990","2010","2","3","Indiana","18","Marshall County","099",,,,,,,,,,,,,,"38500","99999","515",,,,,,,,,,,,,,"Marshall County",,47051,2439,506,21,370,88,954,2,498
"G1801010","2010","2","3","Indiana","18","Martin County","101",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Martin County",,10334,570,99,7,35,29,174,0,226
"G1801030","2010","2","3","Indiana","18","Miami County","103",,,,,,,,,,,,,,"37940","99999","316",,,,,,,,,,,,,,"Miami County",,36903,2023,643,12,245,95,107,0,921
"G1801050","2010","2","3","Indiana","18","Monroe County","105",,,,,,,,,,,,,,"14020","99999","999",,,,,,,,,,,,,,"Monroe County",,137974,4243,1504,121,608,154,1060,7,789
"G1801070","2010","2","3","Indiana","18","Montgomery County","107",,,,,,,,,,,,,,"18820","99999","294",,,,,,,,,,,,,,"Montgomery County",,38124,1556,443,21,314,75,151,0,552
"G1801090","2010","2","3","Indiana","18","Morgan County","109",,,,,,,,,,,,,,"26900","99999","294",,,,,,,,,,,,,,"Morgan County",,68894,1989,503,37,402,97,225,1,724
"G1801110","2010","2","3","Indiana","18","Newton County","111",,,,,,,,,,,,,,"16980","23844","176",,,,,,,,,,,,,,"Newton County",,14244,527,98,4,102,31,66,0,226
"G1801130","2010","2","3","Indiana","18","Noble County","113",,,,,,,,,,,,,,"28340","99999","258",,,,,,,,,,,,,,"Noble County",,47536,2754,570,31,381,113,1066,1,592
"G1801150","2010","2","3","Indiana","18","Ohio County","115",,,,,,,,,,,,,,"17140","99999","178",,,,,,,,,,,,,,"Ohio County",,6128,307,69,3,50,16,103,0,66
"G1801170","2010","2","3","Indiana","18","Orange County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Orange County",,19840,1304,210,8,180,95,435,0,376
"G1801190","2010","2","3","Indiana","18","Owen County","119",,,,,,,,,,,,,,"14020","99999","999",,,,,,,,,,,,,,"Owen County",,21575,1605,177,8,192,50,671,0,507
"G1801210","2010","2","3","Indiana","18","Parke County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Parke County",,17339,1863,160,4,113,49,1100,0,437
"G1801230","2010","2","3","Indiana","18","Perry County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Perry County",,19338,1019,155,18,169,45,265,1,366
"G1801250","2010","2","3","Indiana","18","Pike County","125",,,,,,,,,,,,,,"27540","99999","999",,,,,,,,,,,,,,"Pike County",,12845,549,74,9,85,27,95,1,258
"G1801270","2010","2","3","Indiana","18","Porter County","127",,,,,,,,,,,,,,"16980","23844","176",,,,,,,,,,,,,,"Porter County",,164343,4181,1220,57,840,136,818,3,1107
"G1801290","2010","2","3","Indiana","18","Posey County","129",,,,,,,,,,,,,,"21780","99999","999",,,,,,,,,,,,,,"Posey County",,25910,1036,269,18,171,61,161,4,352
"G1801310","2010","2","3","Indiana","18","Pulaski County","131",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pulaski County",,13402,778,118,5,75,29,302,6,243
"G1801330","2010","2","3","Indiana","18","Putnam County","133",,,,,,,,,,,,,,"26900","99999","294",,,,,,,,,,,,,,"Putnam County",,37963,1789,308,14,252,76,580,0,559
"G1801350","2010","2","3","Indiana","18","Randolph County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Randolph County",,26171,1292,317,10,170,73,88,2,632
"G1801370","2010","2","3","Indiana","18","Ripley County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ripley County",,28818,1163,318,8,141,42,233,0,421
"G1801390","2010","2","3","Indiana","18","Rush County","139",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rush County",,17392,741,179,14,119,37,50,0,342
"G1801410","2010","2","3","Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,"43780","99999","515",,,,,,,,,,,,,,"St. Joseph County",,266931,11780,4292,134,2094,377,722,2,4159
"G1801430","2010","2","3","Indiana","18","Scott County","143",,,,,,,,,,,,,,"42500","99999","350",,,,,,,,,,,,,,"Scott County",,24181,1043,284,12,176,56,69,1,445
"G1801450","2010","2","3","Indiana","18","Shelby County","145",,,,,,,,,,,,,,"26900","99999","294",,,,,,,,,,,,,,"Shelby County",,44436,1778,573,37,346,64,132,0,626
"G1801470","2010","2","3","Indiana","18","Spencer County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Spencer County",,20952,790,141,8,140,70,162,0,269
"G1801490","2010","2","3","Indiana","18","Starke County","149",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Starke County",,23363,1924,114,8,191,53,1122,5,431
"G1801510","2010","2","3","Indiana","18","Steuben County","151",,,,,,,,,,,,,,"11420","99999","258",,,,,,,,,,,,,,"Steuben County",,34185,6067,470,31,431,79,4603,1,452
"G1801530","2010","2","3","Indiana","18","Sullivan County","153",,,,,,,,,,,,,,"45460","99999","999",,,,,,,,,,,,,,"Sullivan County",,21475,1116,188,23,163,81,206,4,451
"G1801550","2010","2","3","Indiana","18","Switzerland County","155",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Switzerland County",,10613,935,99,3,92,18,476,1,246
"G1801570","2010","2","3","Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,"29140","99999","320",,,,,,,,,,,,,,"Tippecanoe County",,172780,5564,2595,98,1158,201,367,4,1141
"G1801590","2010","2","3","Indiana","18","Tipton County","159",,,,,,,,,,,,,,"29020","99999","316",,,,,,,,,,,,,,"Tipton County",,15936,622,132,16,97,27,40,0,310
"G1801610","2010","2","3","Indiana","18","Union County","161",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Union County",,7516,301,79,4,39,14,37,0,128
"G1801630","2010","2","3","Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,"21780","99999","999",,,,,,,,,,,,,,"Vanderburgh County",,179703,8549,3400,125,1392,352,378,0,2902
"G1801650","2010","2","3","Indiana","18","Vermillion County","165",,,,,,,,,,,,,,"45460","99999","999",,,,,,,,,,,,,,"Vermillion County",,16212,869,174,5,113,31,74,0,472
"G1801670","2010","2","3","Indiana","18","Vigo County","167",,,,,,,,,,,,,,"45460","99999","999",,,,,,,,,,,,,,"Vigo County",,107848,4645,1848,56,665,184,231,10,1651
"G1801690","2010","2","3","Indiana","18","Wabash County","169",,,,,,,,,,,,,,"47340","99999","999",,,,,,,,,,,,,,"Wabash County",,32888,1394,441,24,344,91,107,0,387
"G1801710","2010","2","3","Indiana","18","Warren County","171",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Warren County",,8508,343,51,8,34,19,52,0,179
"G1801730","2010","2","3","Indiana","18","Warrick County","173",,,,,,,,,,,,,,"21780","99999","999",,,,,,,,,,,,,,"Warrick County",,59689,1698,611,31,311,132,137,0,476
"G1801750","2010","2","3","Indiana","18","Washington County","175",,,,,,,,,,,,,,"31140","99999","350",,,,,,,,,,,,,,"Washington County",,28262,1370,302,23,226,88,318,0,413
"G1801770","2010","2","3","Indiana","18","Wayne County","177",,,,,,,,,,,,,,"39980","99999","999",,,,,,,,,,,,,,"Wayne County",,68917,3691,1194,43,676,133,130,0,1515
"G1801790","2010","2","3","Indiana","18","Wells County","179",,,,,,,,,,,,,,"23060","99999","258",,,,,,,,,,,,,,"Wells County",,27636,879,242,16,166,63,65,0,327
"G1801810","2010","2","3","Indiana","18","White County","181",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"White County",,24643,3229,286,28,265,43,2237,2,368
"G1801830","2010","2","3","Indiana","18","Whitley County","183",,,,,,,,,,,,,,"23060","99999","258",,,,,,,,,,,,,,"Whitley County",,33292,1280,243,24,216,70,421,0,306
"G1900010","2010","2","4","Iowa","19","Adair County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Adair County",,7682,406,100,3,48,17,48,0,190
"G1900030","2010","2","4","Iowa","19","Adams County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Adams County",,4029,295,66,6,31,42,45,0,105
"G1900050","2010","2","4","Iowa","19","Allamakee County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Allamakee County",,14330,1772,206,7,88,19,1221,9,222
"G1900070","2010","2","4","Iowa","19","Appanoose County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Appanoose County",,12887,1006,148,12,100,34,319,0,393
"G1900090","2010","2","4","Iowa","19","Audubon County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Audubon County",,6119,355,97,5,54,29,39,0,131
"G1900110","2010","2","4","Iowa","19","Benton County","011",,,,,,,,,,,,,,"16300","99999","999",,,,,,,,,,,,,,"Benton County",,26076,793,174,13,146,37,109,2,312
"G1900130","2010","2","4","Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,"47940","99999","999",,,,,,,,,,,,,,"Black Hawk County",,131090,3417,1195,86,602,150,200,1,1183
"G1900150","2010","2","4","Iowa","19","Boone County","015",,,,,,,,,,,,,,"14340","99999","112",,,,,,,,,,,,,,"Boone County",,26306,1028,272,11,250,46,64,2,383
